BRC Query: Large,Points,Num Of Points
"[270551, 80587, 410398, 219328]",[],0
"[334142, 277566, 473989, 219328]",[],0
"[85799, 49875, 225646, 189722]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[181158, 132572, 321005, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[100535, 137508, 240382, 219328]","[(182621, 142145)]",1
"[19638, 96639, 159485, 219328]","[(59458, 97155)]",1
"[302456, 96362, 442303, 219328]",[],0
"[49267, 232080, 189114, 219328]",[],0
"[321577, 62463, 461424, 202310]",[],0
"[333443, 247984, 473290, 219328]",[],0
"[86797, 330521, 226644, 219328]",[],0
"[323722, 29114, 463569, 168961]","[(462771, 37243)]",1
"[140485, 186506, 280332, 219328]","[(249218, 208706), (243245, 219327)]",2
"[205520, 22412, 345367, 162259]","[(306553, 24096), (260858, 24535)]",2
"[27157, 268344, 167004, 219328]",[],0
"[55103, 196003, 194950, 219328]",[],0
"[161594, 87184, 301441, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[248302, 131925, 388149, 219328]","[(249218, 208706)]",1
"[274160, 194663, 414007, 219328]",[],0
"[93200, 220302, 233047, 219328]",[],0
"[185140, 149590, 324987, 219328]","[(249218, 208706), (243245, 219327)]",2
"[266230, 213948, 406077, 219328]",[],0
"[15868, 171046, 155715, 219328]",[],0
"[286168, 159231, 426015, 219328]",[],0
"[296710, 253964, 436557, 219328]",[],0
"[26429, 286929, 166276, 219328]",[],0
"[307222, 297574, 447069, 219328]",[],0
"[145714, 28197, 285561, 168044]","[(145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",4
"[247149, 215244, 386996, 219328]",[],0
"[71039, 219813, 210886, 219328]",[],0
"[189829, 268166, 329676, 219328]",[],0
"[34935, 18961, 174782, 158808]","[(40233, 19562), (50668, 19879), (64482, 19940), (38608, 20050), (44065, 20197), (54163, 20267), (55449, 20430), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (44527, 21949), (49317, 22137), (37782, 22212), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",48
"[151273, 26086, 291120, 165933]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[141244, 313254, 281091, 219328]",[],0
"[160043, 116695, 299890, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[285607, 278786, 425454, 219328]",[],0
"[186521, 210529, 326368, 219328]","[(243245, 219327)]",1
"[139521, 117677, 279368, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[68931, 304884, 208778, 219328]",[],0
"[180839, 135333, 320686, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[315426, 287447, 455273, 219328]",[],0
"[193377, 93340, 333224, 219328]","[(249218, 208706), (243245, 219327)]",2
"[88362, 181477, 228209, 219328]",[],0
"[12883, 314790, 152730, 219328]",[],0
"[34989, 304271, 174836, 219328]",[],0
"[89993, 188776, 229840, 219328]",[],0
"[198534, 160784, 338381, 219328]","[(249218, 208706), (243245, 219327)]",2
"[161955, 177463, 301802, 219328]","[(249218, 208706), (243245, 219327)]",2
"[267565, 219750, 407412, 219328]",[],0
"[323058, 234088, 462905, 219328]",[],0
"[97264, 9783, 237111, 148494]","[(98024, 9783), (98327, 9783), (98408, 9783), (100278, 9783), (101493, 9783), (101814, 9783), (102629, 9783), (104677, 9783), (104703, 9783), (105545, 9783), (105570, 9783), (106663, 9783), (107478, 9783), (108346, 9783), (108732, 9783), (108986, 9783), (109213, 9783), (109573, 9783), (110921, 9783), (111164, 9783), (111242, 9783), (112677, 9783), (112976, 9783), (113246, 9783), (114372, 9783), (114520, 9783), (116220, 9783), (116287, 9783), (116488, 9783), (117484, 9783), (121931, 9783), (122165, 9783), (122167, 9783), (122208, 9783), (122416, 9783), (124097, 9783), (124858, 9783), (124923, 9783), (124927, 9783), (125770, 9783), (128325, 9783), (128327, 9783), (128789, 9783), (128817, 9783), (128824, 9783), (130064, 9783), (130097, 9783), (130955, 9783), (131043, 9783), (131366, 9783), (131661, 9783), (132054, 9783), (132210, 9783), (132577, 9783), (133429, 9783), (133609, 9783), (134752, 9783), (135339, 9783), (136248, 9783), (139599, 9783), (140019, 9783), (140329, 9783), (142342, 9783), (143901, 9783), (144911, 9783), (145861, 9783), (146478, 9783), (148084, 9783), (150098, 9783), (151150, 9783), (154464, 9783), (154911, 9783), (157902, 9783), (164328, 9783), (164539, 9783), (166991, 9783), (170262, 9783), (173186, 9783), (173951, 9783), (174921, 9783), (177495, 9783), (181053, 9783), (187887, 9783), (188015, 9783), (196757, 9783), (198025, 9783), (203374, 9783), (204027, 9783), (205920, 9783), (207521, 9783), (212790, 9783), (219955, 9783), (224952, 9783), (227412, 9783), (229455, 9783), (231832, 9783), (109659, 10073), (97397, 10118), (117247, 10175), (164153, 10413), (101228, 10532), (192522, 10541), (157004, 10618), (139551, 10641), (146929, 10643), (147676, 10916), (147078, 10944), (159341, 11095), (191871, 11154), (134002, 11278), (156028, 11367), (205048, 11389), (100745, 11476), (128706, 11613), (143615, 11672), (193616, 12009), (122199, 12087), (105003, 12340), (217026, 12784), (150853, 12820), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (208038, 13601), (219818, 13637), (158074, 13700), (139379, 14023), (115607, 14151), (113212, 14272), (181926, 14472), (221990, 14496), (108221, 14539), (168299, 14657), (113997, 14770), (171536, 15407), (125111, 15411), (125429, 15748), (164496, 15993), (117428, 16207), (114056, 16475), (130706, 16530), (109712, 16598), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (101506, 17559), (128703, 17618), (194547, 17907), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (98057, 19225), (148995, 19294), (155423, 20233), (165683, 22519), (111501, 26612), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (181333, 62750), (200563, 62770), (182621, 142145)]",169
"[81915, 306228, 221762, 219328]",[],0
"[30976, 239794, 170823, 219328]",[],0
"[74097, 187080, 213944, 219328]",[],0
"[13002, 259991, 152849, 219328]",[],0
"[143173, 329092, 283020, 219328]",[],0
"[106502, 44946, 246349, 184793]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[295886, 230351, 435733, 219328]",[],0
"[154239, 99255, 294086, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[285743, 97171, 425590, 219328]",[],0
"[41297, 90640, 181144, 219328]","[(59458, 97155)]",1
"[312039, 65816, 451886, 205663]",[],0
"[272317, 293027, 412164, 219328]",[],0
"[325335, 209809, 465182, 219328]",[],0
"[235992, 147451, 375839, 219328]","[(249218, 208706), (243245, 219327)]",2
"[171379, 157519, 311226, 219328]","[(249218, 208706), (243245, 219327)]",2
"[15265, 232881, 155112, 219328]",[],0
"[155148, 143483, 294995, 219328]","[(249218, 208706), (243245, 219327)]",2
"[290116, 284555, 429963, 219328]",[],0
"[298866, 174803, 438713, 219328]",[],0
"[187561, 107725, 327408, 219328]","[(249218, 208706), (243245, 219327)]",2
"[234450, 82412, 374297, 219328]","[(249218, 208706), (243245, 219327)]",2
"[11224, 276207, 151071, 219328]",[],0
"[89556, 303440, 229403, 219328]",[],0
"[209519, 197354, 349366, 219328]","[(249218, 208706), (243245, 219327)]",2
"[251455, 27184, 391302, 167031]",[],0
"[302556, 223933, 442403, 219328]",[],0
"[330099, 127813, 469946, 219328]",[],0
"[16344, 198025, 156191, 219328]",[],0
"[285515, 91225, 425362, 219328]",[],0
"[110095, 193963, 249942, 219328]","[(249218, 208706), (243245, 219327)]",2
"[268682, 18152, 408529, 157999]","[(277400, 19941), (306553, 24096)]",2
"[138766, 307778, 278613, 219328]",[],0
"[135036, 152019, 274883, 219328]","[(249218, 208706), (243245, 219327)]",2
"[105184, 228308, 245031, 219328]",[],0
"[48971, 308607, 188818, 219328]",[],0
"[243092, 132233, 382939, 219328]","[(249218, 208706), (243245, 219327)]",2
"[243865, 274926, 383712, 219328]",[],0
"[60766, 106829, 200613, 219328]","[(182621, 142145)]",1
"[94355, 239063, 234202, 219328]",[],0
"[42316, 231855, 182163, 219328]",[],0
"[215075, 150646, 354922, 219328]","[(249218, 208706), (243245, 219327)]",2
"[140597, 237344, 280444, 219328]",[],0
"[194849, 327769, 334696, 219328]",[],0
"[179958, 55632, 319805, 195479]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[169083, 23916, 308930, 163763]","[(306553, 24096), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[266338, 13868, 406185, 153715]","[(286201, 14322), (358657, 15258), (337473, 17444), (277400, 19941), (306553, 24096)]",5
"[139481, 114436, 279328, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[216730, 210819, 356577, 219328]","[(243245, 219327)]",1
"[236503, 212202, 376350, 219328]","[(243245, 219327)]",1
"[28258, 313613, 168105, 219328]",[],0
"[252075, 194020, 391922, 219328]",[],0
"[306326, 74603, 446173, 214450]",[],0
"[304033, 154052, 443880, 219328]",[],0
"[180144, 20857, 319991, 160704]","[(306553, 24096), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[216832, 256485, 356679, 219328]",[],0
"[281634, 79074, 421481, 218921]",[],0
"[29920, 50837, 169767, 190684]","[(45785, 56718), (37985, 59118), (59458, 97155), (72803, 67715)]",4
"[304821, 190272, 444668, 219328]",[],0
"[197396, 10472, 337243, 150319]","[(298492, 10704), (250207, 11064), (205048, 11389), (298475, 11417), (279774, 12055), (315979, 12702), (217026, 12784), (208038, 13601), (219818, 13637), (250983, 13907), (286201, 14322), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215), (277400, 19941), (306553, 24096), (260858, 24535), (200563, 62770)]",19
"[44488, 108137, 184335, 219328]","[(182621, 142145)]",1
"[66213, 291558, 206060, 219328]",[],0
"[255110, 30724, 394957, 170571]",[],0
"[173022, 21428, 312869, 161275]","[(306553, 24096), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[173163, 213977, 313010, 219328]","[(243245, 219327)]",1
"[73794, 152339, 213641, 219328]",[],0
"[221196, 82635, 361043, 219328]","[(249218, 208706), (243245, 219327)]",2
"[320416, 85443, 460263, 219328]",[],0
"[220035, 168600, 359882, 219328]","[(249218, 208706), (243245, 219327)]",2
"[276286, 39494, 416133, 179341]",[],0
"[93529, 73853, 233376, 213700]","[(182621, 142145)]",1
"[78348, 260243, 218195, 219328]",[],0
"[32608, 280541, 172455, 219328]",[],0
"[30908, 299068, 170755, 219328]",[],0
"[211155, 102604, 351002, 219328]","[(249218, 208706), (243245, 219327)]",2
"[188838, 315288, 328685, 219328]",[],0
"[51527, 50442, 191374, 190289]","[(59458, 97155), (181333, 62750), (72803, 67715), (182621, 142145)]",4
"[301611, 99566, 441458, 219328]",[],0
"[147359, 113815, 287206, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[144937, 180051, 284784, 219328]","[(249218, 208706), (243245, 219327)]",2
"[141224, 144036, 281071, 219328]","[(249218, 208706), (243245, 219327)]",2
"[279402, 247443, 419249, 219328]",[],0
"[89485, 243430, 229332, 219328]",[],0
"[297904, 88238, 437751, 219328]",[],0
"[28355, 315089, 168202, 219328]",[],0
"[100898, 276669, 240745, 219328]",[],0
"[25835, 173834, 165682, 219328]",[],0
"[45678, 109245, 185525, 219328]","[(182621, 142145)]",1
"[247479, 328400, 387326, 219328]",[],0
"[133275, 248592, 273122, 219328]",[],0
"[281933, 91683, 421780, 219328]",[],0
"[183054, 78831, 322901, 218678]","[(249218, 208706)]",1
"[257932, 299579, 397779, 219328]",[],0
"[38087, 293037, 177934, 219328]",[],0
"[51327, 279525, 191174, 219328]",[],0
"[188148, 9783, 327995, 149254]","[(196757, 9783), (198025, 9783), (203374, 9783), (204027, 9783), (205920, 9783), (207521, 9783), (212790, 9783), (219955, 9783), (224952, 9783), (227412, 9783), (229455, 9783), (231832, 9783), (244813, 9783), (246186, 9783), (251023, 9783), (267796, 9783), (274283, 9783), (278024, 9783), (291801, 9783), (303529, 9783), (309759, 9783), (192522, 10541), (298492, 10704), (250207, 11064), (191871, 11154), (205048, 11389), (298475, 11417), (193616, 12009), (279774, 12055), (315979, 12702), (217026, 12784), (208038, 13601), (219818, 13637), (250983, 13907), (286201, 14322), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215), (194547, 17907), (277400, 19941), (306553, 24096), (260858, 24535), (200563, 62770)]",44
"[50053, 62633, 189900, 202480]","[(59458, 97155), (181333, 62750), (72803, 67715), (182621, 142145)]",4
"[232372, 326643, 372219, 219328]",[],0
"[192834, 307104, 332681, 219328]",[],0
"[244875, 184176, 384722, 219328]","[(249218, 208706)]",1
"[206332, 276761, 346179, 219328]",[],0
"[197938, 70426, 337785, 210273]","[(249218, 208706)]",1
"[79477, 174259, 219324, 219328]",[],0
"[20031, 103851, 159878, 219328]",[],0
"[73705, 18183, 213552, 158030]","[(78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (93859, 24177), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",26
"[185268, 326610, 325115, 219328]",[],0
"[109484, 31258, 249331, 171105]","[(145935, 34939), (110575, 36221), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[225086, 40643, 364933, 180490]",[],0
"[171304, 212335, 311151, 219328]","[(243245, 219327)]",1
"[35501, 322925, 175348, 219328]",[],0
"[96281, 195751, 236128, 219328]",[],0
"[48708, 222145, 188555, 219328]",[],0
"[36431, 239174, 176278, 219328]",[],0
"[194228, 324861, 334075, 219328]",[],0
"[333246, 142244, 473093, 219328]",[],0
"[170511, 303152, 310358, 219328]",[],0
"[245953, 224242, 385800, 219328]",[],0
"[102838, 24206, 242685, 164053]","[(111501, 26612), (105291, 33531), (145935, 34939), (110575, 36221), (103123, 45841), (181333, 62750), (200563, 62770), (182621, 142145)]",8
"[246001, 146607, 385848, 219328]","[(249218, 208706)]",1
"[107990, 211361, 247837, 219328]","[(243245, 219327)]",1
"[41720, 195607, 181567, 219328]",[],0
"[58608, 72796, 198455, 212643]","[(59458, 97155), (182621, 142145)]",2
"[21846, 192029, 161693, 219328]",[],0
"[19303, 100961, 159150, 219328]",[],0
"[219805, 331085, 359652, 219328]",[],0
"[15271, 177358, 155118, 219328]",[],0
"[247441, 298600, 387288, 219328]",[],0
"[268180, 257957, 408027, 219328]",[],0
"[50296, 35235, 190143, 175082]","[(59032, 35658), (50806, 40774), (59458, 97155), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",10
"[288932, 218845, 428779, 219328]",[],0
"[145607, 22690, 285454, 162537]","[(260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[278578, 58300, 418425, 198147]",[],0
"[50108, 183026, 189955, 219328]",[],0
"[196100, 59751, 335947, 199598]","[(200563, 62770)]",1
"[255257, 25453, 395104, 165300]",[],0
"[88999, 278962, 228846, 219328]",[],0
"[158630, 27412, 298477, 167259]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[8497, 205609, 148344, 219328]",[],0
"[185164, 90357, 325011, 219328]","[(249218, 208706), (243245, 219327)]",2
"[295573, 85126, 435420, 219328]",[],0
"[92295, 99665, 232142, 219328]","[(182621, 142145)]",1
"[91465, 135299, 231312, 219328]","[(182621, 142145)]",1
"[180225, 20620, 320072, 160467]","[(306553, 24096), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[261304, 216838, 401151, 219328]",[],0
"[31274, 126829, 171121, 219328]",[],0
"[134098, 155744, 273945, 219328]","[(249218, 208706), (243245, 219327)]",2
"[180381, 97254, 320228, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[132995, 192709, 272842, 219328]","[(249218, 208706), (243245, 219327)]",2
"[126627, 93901, 266474, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[228710, 250809, 368557, 219328]",[],0
"[198583, 304539, 338430, 219328]",[],0
"[80467, 210759, 220314, 219328]",[],0
"[304296, 15177, 444143, 155024]","[(358657, 15258), (337473, 17444), (306553, 24096)]",3
"[93125, 314118, 232972, 219328]",[],0
"[11072, 212540, 150919, 219328]",[],0
"[98274, 86172, 238121, 219328]","[(182621, 142145)]",1
"[18345, 21311, 158192, 161158]","[(60166, 21389), (58014, 21689), (44527, 21949), (28947, 21975), (49317, 22137), (37782, 22212), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",33
"[177631, 275549, 317478, 219328]",[],0
"[10055, 28135, 149902, 167982]","[(59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",15
"[32866, 66786, 172713, 206633]","[(59458, 97155), (72803, 67715)]",2
"[308534, 328705, 448381, 219328]",[],0
"[85551, 88412, 225398, 219328]","[(182621, 142145)]",1
"[207280, 21980, 347127, 161827]","[(306553, 24096), (260858, 24535)]",2
"[227655, 236844, 367502, 219328]",[],0
"[305935, 182664, 445782, 219328]",[],0
"[138118, 80380, 277965, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[198971, 275636, 338818, 219328]",[],0
"[121710, 287745, 261557, 219328]",[],0
"[218035, 46415, 357882, 186262]",[],0
"[76168, 221899, 216015, 219328]",[],0
"[304921, 191928, 444768, 219328]",[],0
"[58740, 234368, 198587, 219328]",[],0
"[236725, 136905, 376572, 219328]","[(249218, 208706), (243245, 219327)]",2
"[255126, 208268, 394973, 219328]",[],0
"[126099, 215125, 265946, 219328]","[(243245, 219327)]",1
"[133974, 260395, 273821, 219328]",[],0
"[216290, 312925, 356137, 219328]",[],0
"[44302, 140430, 184149, 219328]","[(182621, 142145)]",1
"[152755, 284199, 292602, 219328]",[],0
"[203045, 292459, 342892, 219328]",[],0
"[19508, 324804, 159355, 219328]",[],0
"[328773, 256918, 468620, 219328]",[],0
"[132382, 152968, 272229, 219328]","[(249218, 208706), (243245, 219327)]",2
"[29247, 328439, 169094, 219328]",[],0
"[176712, 212995, 316559, 219328]","[(243245, 219327)]",1
"[64037, 288334, 203884, 219328]",[],0
"[33659, 83723, 173506, 219328]","[(59458, 97155)]",1
"[213863, 22165, 353710, 162012]","[(306553, 24096), (260858, 24535)]",2
"[228868, 214218, 368715, 219328]","[(243245, 219327)]",1
"[235110, 63072, 374957, 202919]",[],0
"[249649, 324883, 389496, 219328]",[],0
"[250331, 92726, 390178, 219328]",[],0
"[97040, 186634, 236887, 219328]",[],0
"[256817, 223649, 396664, 219328]",[],0
"[91483, 317554, 231330, 219328]",[],0
"[156862, 272128, 296709, 219328]",[],0
"[67107, 201203, 206954, 219328]",[],0
"[189216, 82929, 329063, 219328]","[(249218, 208706), (243245, 219327)]",2
"[195613, 255936, 335460, 219328]",[],0
"[280074, 36378, 419921, 176225]",[],0
"[110716, 143190, 250563, 219328]","[(249218, 208706), (243245, 219327)]",2
"[100862, 314134, 240709, 219328]",[],0
"[178338, 163328, 318185, 219328]","[(249218, 208706), (243245, 219327)]",2
"[207405, 29855, 347252, 169702]",[],0
"[160742, 297227, 300589, 219328]",[],0
"[234196, 26415, 374043, 166262]",[],0
"[223361, 149186, 363208, 219328]","[(249218, 208706), (243245, 219327)]",2
"[204810, 117260, 344657, 219328]","[(249218, 208706), (243245, 219327)]",2
"[189980, 78456, 329827, 218303]","[(249218, 208706)]",1
"[77404, 65945, 217251, 205792]","[(182621, 142145)]",1
"[329573, 195268, 469420, 219328]",[],0
"[95021, 24488, 234868, 164335]","[(111501, 26612), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",11
"[233863, 310471, 373710, 219328]",[],0
"[216991, 251134, 356838, 219328]",[],0
"[48051, 48919, 187898, 188766]","[(59458, 97155), (181333, 62750), (72803, 67715), (182621, 142145)]",4
"[231163, 293808, 371010, 219328]",[],0
"[298528, 80626, 438375, 219328]",[],0
"[96843, 88316, 236690, 219328]","[(182621, 142145)]",1
"[116887, 94347, 256734, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[127785, 23700, 267632, 163547]","[(260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[283527, 79187, 423374, 219034]",[],0
"[266613, 195274, 406460, 219328]",[],0
"[159132, 183843, 298979, 219328]","[(249218, 208706), (243245, 219327)]",2
"[70233, 222481, 210080, 219328]",[],0
"[145359, 91122, 285206, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[187671, 271079, 327518, 219328]",[],0
"[182070, 287631, 321917, 219328]",[],0
"[83918, 205322, 223765, 219328]",[],0
"[299347, 168151, 439194, 219328]",[],0
"[131081, 206594, 270928, 219328]","[(249218, 208706), (243245, 219327)]",2
"[189796, 212728, 329643, 219328]","[(243245, 219327)]",1
"[255199, 276314, 395046, 219328]",[],0
"[168632, 223128, 308479, 219328]",[],0
"[221134, 59346, 360981, 199193]",[],0
"[88864, 85526, 228711, 219328]","[(182621, 142145)]",1
"[10695, 314034, 150542, 219328]",[],0
"[320315, 279236, 460162, 219328]",[],0
"[64118, 115554, 203965, 219328]","[(182621, 142145)]",1
"[320480, 324331, 460327, 219328]",[],0
"[277313, 66409, 417160, 206256]",[],0
"[147933, 330189, 287780, 219328]",[],0
"[96531, 205173, 236378, 219328]",[],0
"[52879, 27002, 192726, 166849]","[(60551, 27192), (53468, 27679), (59032, 35658), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",15
"[13614, 68619, 153461, 208466]","[(59458, 97155)]",1
"[197996, 260144, 337843, 219328]",[],0
"[175026, 64813, 314873, 204660]","[(182621, 142145)]",1
"[245424, 201628, 385271, 219328]","[(249218, 208706)]",1
"[314433, 141225, 454280, 219328]",[],0
"[263199, 128029, 403046, 219328]",[],0
"[91503, 302580, 231350, 219328]",[],0
"[297330, 48976, 437177, 188823]",[],0
"[274451, 96198, 414298, 219328]",[],0
"[21633, 95576, 161480, 219328]","[(59458, 97155)]",1
"[279247, 222499, 419094, 219328]",[],0
"[327017, 117212, 466864, 219328]",[],0
"[237852, 220462, 377699, 219328]",[],0
"[146595, 19215, 286442, 159062]","[(148995, 19294), (277400, 19941), (155423, 20233), (165683, 22519), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",8
"[316103, 78511, 455950, 218358]",[],0
"[211655, 97945, 351502, 219328]","[(249218, 208706), (243245, 219327)]",2
"[239308, 304309, 379155, 219328]",[],0
"[36246, 204750, 176093, 219328]",[],0
"[53622, 316511, 193469, 219328]",[],0
"[220552, 183506, 360399, 219328]","[(249218, 208706), (243245, 219327)]",2
"[130326, 273823, 270173, 219328]",[],0
"[246943, 28619, 386790, 168466]",[],0
"[259745, 333177, 399592, 219328]",[],0
"[61492, 148988, 201339, 219328]",[],0
"[274193, 265164, 414040, 219328]",[],0
"[296890, 214734, 436737, 219328]",[],0
"[255936, 147214, 395783, 219328]",[],0
"[103022, 128582, 242869, 219328]","[(182621, 142145)]",1
"[291757, 199126, 431604, 219328]",[],0
"[91761, 166689, 231608, 219328]",[],0
"[327334, 83425, 467181, 219328]",[],0
"[247675, 44211, 387522, 184058]",[],0
"[44026, 258785, 183873, 219328]",[],0
"[214290, 304927, 354137, 219328]",[],0
"[223065, 299694, 362912, 219328]",[],0
"[56478, 147329, 196325, 219328]",[],0
"[260976, 128519, 400823, 219328]",[],0
"[66246, 163669, 206093, 219328]",[],0
"[82078, 196579, 221925, 219328]",[],0
"[57478, 80800, 197325, 219328]","[(59458, 97155), (182621, 142145)]",2
"[37848, 79844, 177695, 219328]","[(59458, 97155)]",1
"[315609, 301049, 455456, 219328]",[],0
"[112189, 11815, 252036, 151662]","[(193616, 12009), (122199, 12087), (217026, 12784), (150853, 12820), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (208038, 13601), (219818, 13637), (158074, 13700), (250983, 13907), (139379, 14023), (115607, 14151), (113212, 14272), (181926, 14472), (221990, 14496), (168299, 14657), (113997, 14770), (171536, 15407), (125111, 15411), (244062, 15465), (125429, 15748), (164496, 15993), (117428, 16207), (114056, 16475), (130706, 16530), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (128703, 17618), (194547, 17907), (150585, 18421), (141934, 18755), (148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",42
"[25451, 220114, 165298, 219328]",[],0
"[300814, 323593, 440661, 219328]",[],0
"[265199, 64239, 405046, 204086]",[],0
"[256085, 301480, 395932, 219328]",[],0
"[190192, 187971, 330039, 219328]","[(249218, 208706), (243245, 219327)]",2
