BRC Query,Num Of Points
"[[(4, 8), [8, 12]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(3, 7), [10, 14]]]",25
"[[(9, 13), [6, 10]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(7, 11), [7, 11]]]",25
"[[(10, 14), [10, 14]]]",25
"[[(11, 15), [12, 16]]]",20
"[[(5, 9), [1, 5]]]",25
"[[(5, 9), [9, 13]]]",25
"[[(1, 5), [7, 11]]]",25
"[[(9, 13), [10, 14]]]",25
"[[(5, 9), [3, 7]]]",25
"[[(3, 7), [0, 4]]]",25
"[[(11, 15), [4, 8]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(3, 7), [5, 9]]]",25
"[[(12, 16), [2, 6]]]",20
"[[(5, 9), [6, 10]]]",25
"[[(0, 4), [1, 5]]]",25
"[[(12, 16), [2, 6]]]",20
"[[(11, 15), [3, 7]]]",25
"[[(0, 4), [9, 13]]]",25
"[[(10, 14), [8, 12]]]",25
"[[(9, 13), [10, 14]]]",25
"[[(1, 5), [0, 4]]]",25
"[[(1, 5), [10, 14]]]",25
"[[(3, 7), [9, 13]]]",25
"[[(9, 13), [1, 5]]]",25
"[[(6, 10), [1, 5]]]",25
"[[(5, 9), [1, 5]]]",25
"[[(0, 4), [9, 13]]]",25
"[[(0, 4), [3, 7]]]",25
"[[(2, 6), [11, 15]]]",25
"[[(1, 5), [7, 11]]]",25
"[[(3, 7), [11, 15]]]",25
"[[(12, 16), [0, 4]]]",20
"[[(10, 14), [0, 4]]]",25
"[[(8, 12), [6, 10]]]",25
"[[(9, 13), [1, 5]]]",25
"[[(4, 8), [1, 5]]]",25
"[[(3, 7), [1, 5]]]",25
"[[(10, 14), [4, 8]]]",25
"[[(5, 9), [6, 10]]]",25
"[[(2, 6), [0, 4]]]",25
"[[(8, 12), [7, 11]]]",25
"[[(0, 4), [9, 13]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(6, 10), [3, 7]]]",25
"[[(4, 8), [5, 9]]]",25
"[[(11, 15), [7, 11]]]",25
"[[(9, 13), [2, 6]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(3, 7), [12, 16]]]",20
"[[(0, 4), [12, 16]]]",20
"[[(10, 14), [2, 6]]]",25
"[[(2, 6), [5, 9]]]",25
"[[(8, 12), [4, 8]]]",25
"[[(1, 5), [9, 13]]]",25
"[[(7, 11), [10, 14]]]",25
"[[(2, 6), [0, 4]]]",25
"[[(7, 11), [10, 14]]]",25
"[[(6, 10), [9, 13]]]",25
"[[(8, 12), [4, 8]]]",25
"[[(10, 14), [5, 9]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(4, 8), [2, 6]]]",25
"[[(8, 12), [11, 15]]]",25
"[[(0, 4), [7, 11]]]",25
"[[(11, 15), [1, 5]]]",25
"[[(5, 9), [11, 15]]]",25
"[[(0, 4), [8, 12]]]",25
"[[(4, 8), [2, 6]]]",25
"[[(3, 7), [12, 16]]]",20
"[[(7, 11), [5, 9]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(10, 14), [5, 9]]]",25
"[[(9, 13), [10, 14]]]",25
"[[(9, 13), [2, 6]]]",25
"[[(11, 15), [4, 8]]]",25
"[[(6, 10), [11, 15]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(1, 5), [0, 4]]]",25
"[[(9, 13), [3, 7]]]",25
"[[(11, 15), [5, 9]]]",25
"[[(2, 6), [3, 7]]]",25
"[[(3, 7), [10, 14]]]",25
"[[(7, 11), [6, 10]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(9, 13), [6, 10]]]",25
"[[(0, 4), [6, 10]]]",25
"[[(11, 15), [9, 13]]]",25
"[[(6, 10), [12, 16]]]",20
"[[(10, 14), [11, 15]]]",25
"[[(0, 4), [2, 6]]]",25
"[[(7, 11), [1, 5]]]",25
"[[(4, 8), [11, 15]]]",25
"[[(2, 6), [7, 11]]]",25
"[[(8, 12), [7, 11]]]",25
"[[(8, 12), [9, 13]]]",25
"[[(12, 16), [0, 4]]]",20
"[[(0, 4), [7, 11]]]",25
"[[(5, 9), [4, 8]]]",25
"[[(7, 11), [0, 4]]]",25
"[[(12, 16), [12, 16]]]",16
"[[(6, 10), [3, 7]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(2, 6), [0, 4]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(6, 10), [5, 9]]]",25
"[[(0, 4), [3, 7]]]",25
"[[(0, 4), [11, 15]]]",25
"[[(12, 16), [0, 4]]]",20
"[[(10, 14), [8, 12]]]",25
"[[(9, 13), [1, 5]]]",25
"[[(3, 7), [1, 5]]]",25
"[[(9, 13), [10, 14]]]",25
"[[(3, 7), [4, 8]]]",25
"[[(4, 8), [11, 15]]]",25
"[[(2, 6), [1, 5]]]",25
"[[(7, 11), [6, 10]]]",25
"[[(10, 14), [1, 5]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(7, 11), [12, 16]]]",20
"[[(12, 16), [1, 5]]]",20
"[[(4, 8), [2, 6]]]",25
"[[(10, 14), [8, 12]]]",25
"[[(10, 14), [10, 14]]]",25
"[[(5, 9), [1, 5]]]",25
"[[(2, 6), [4, 8]]]",25
"[[(0, 4), [0, 4]]]",25
"[[(0, 4), [3, 7]]]",25
"[[(10, 14), [4, 8]]]",25
"[[(8, 12), [5, 9]]]",25
"[[(5, 9), [9, 13]]]",25
"[[(0, 4), [11, 15]]]",25
"[[(11, 15), [9, 13]]]",25
"[[(10, 14), [7, 11]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(7, 11), [10, 14]]]",25
"[[(6, 10), [5, 9]]]",25
"[[(8, 12), [2, 6]]]",25
"[[(3, 7), [6, 10]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(0, 4), [2, 6]]]",25
"[[(2, 6), [4, 8]]]",25
"[[(5, 9), [5, 9]]]",25
"[[(12, 16), [5, 9]]]",20
"[[(11, 15), [1, 5]]]",25
"[[(5, 9), [12, 16]]]",20
"[[(9, 13), [0, 4]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(2, 6), [2, 6]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(5, 9), [6, 10]]]",25
"[[(8, 12), [2, 6]]]",25
"[[(4, 8), [1, 5]]]",25
"[[(7, 11), [11, 15]]]",25
"[[(3, 7), [0, 4]]]",25
"[[(4, 8), [2, 6]]]",25
"[[(8, 12), [11, 15]]]",25
"[[(1, 5), [4, 8]]]",25
"[[(6, 10), [5, 9]]]",25
"[[(4, 8), [6, 10]]]",25
"[[(1, 5), [1, 5]]]",25
"[[(8, 12), [7, 11]]]",25
"[[(7, 11), [5, 9]]]",25
"[[(12, 16), [12, 16]]]",16
"[[(5, 9), [1, 5]]]",25
"[[(7, 11), [1, 5]]]",25
"[[(11, 15), [7, 11]]]",25
"[[(6, 10), [0, 4]]]",25
"[[(4, 8), [5, 9]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(2, 6), [2, 6]]]",25
"[[(10, 14), [9, 13]]]",25
"[[(6, 10), [12, 16]]]",20
"[[(10, 14), [1, 5]]]",25
"[[(1, 5), [12, 16]]]",20
"[[(1, 5), [3, 7]]]",25
"[[(11, 15), [3, 7]]]",25
"[[(0, 4), [6, 10]]]",25
"[[(0, 4), [1, 5]]]",25
"[[(6, 10), [8, 12]]]",25
"[[(8, 12), [4, 8]]]",25
"[[(7, 11), [7, 11]]]",25
"[[(12, 16), [9, 13]]]",20
"[[(11, 15), [10, 14]]]",25
"[[(3, 7), [6, 10]]]",25
"[[(1, 5), [5, 9]]]",25
"[[(3, 7), [4, 8]]]",25
"[[(9, 13), [12, 16]]]",20
"[[(2, 6), [6, 10]]]",25
"[[(3, 7), [5, 9]]]",25
"[[(1, 5), [1, 5]]]",25
"[[(11, 15), [0, 4]]]",25
"[[(8, 12), [7, 11]]]",25
"[[(12, 16), [10, 14]]]",20
"[[(3, 7), [1, 5]]]",25
"[[(7, 11), [6, 10]]]",25
"[[(4, 8), [3, 7]]]",25
"[[(10, 14), [0, 4]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(9, 13), [2, 6]]]",25
"[[(1, 5), [3, 7]]]",25
"[[(7, 11), [6, 10]]]",25
"[[(5, 9), [8, 12]]]",25
"[[(2, 6), [1, 5]]]",25
"[[(9, 13), [7, 11]]]",25
"[[(2, 6), [9, 13]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(10, 14), [6, 10]]]",25
"[[(8, 12), [7, 11]]]",25
"[[(10, 14), [5, 9]]]",25
"[[(7, 11), [7, 11]]]",25
"[[(10, 14), [10, 14]]]",25
"[[(3, 7), [8, 12]]]",25
"[[(9, 13), [3, 7]]]",25
"[[(0, 4), [5, 9]]]",25
"[[(11, 15), [11, 15]]]",25
"[[(5, 9), [5, 9]]]",25
"[[(0, 4), [8, 12]]]",25
"[[(2, 6), [4, 8]]]",25
"[[(9, 13), [12, 16]]]",20
"[[(2, 6), [6, 10]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(11, 15), [11, 15]]]",25
"[[(12, 16), [7, 11]]]",20
"[[(1, 5), [12, 16]]]",20
"[[(1, 5), [8, 12]]]",25
"[[(0, 4), [1, 5]]]",25
"[[(3, 7), [2, 6]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(0, 4), [12, 16]]]",20
"[[(7, 11), [5, 9]]]",25
"[[(2, 6), [12, 16]]]",20
"[[(2, 6), [10, 14]]]",25
"[[(7, 11), [5, 9]]]",25
"[[(8, 12), [6, 10]]]",25
"[[(8, 12), [8, 12]]]",25
"[[(0, 4), [9, 13]]]",25
"[[(1, 5), [10, 14]]]",25
"[[(12, 16), [12, 16]]]",16
"[[(8, 12), [12, 16]]]",20
"[[(9, 13), [1, 5]]]",25
"[[(11, 15), [6, 10]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(4, 8), [8, 12]]]",25
"[[(9, 13), [6, 10]]]",25
"[[(7, 11), [12, 16]]]",20
"[[(6, 10), [9, 13]]]",25
"[[(9, 13), [3, 7]]]",25
"[[(12, 16), [0, 4]]]",20
"[[(10, 14), [0, 4]]]",25
"[[(11, 15), [2, 6]]]",25
"[[(4, 8), [8, 12]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(5, 9), [1, 5]]]",25
"[[(7, 11), [4, 8]]]",25
"[[(4, 8), [12, 16]]]",20
"[[(6, 10), [6, 10]]]",25
"[[(12, 16), [6, 10]]]",20
"[[(0, 4), [2, 6]]]",25
"[[(10, 14), [2, 6]]]",25
"[[(3, 7), [4, 8]]]",25
"[[(11, 15), [5, 9]]]",25
"[[(0, 4), [0, 4]]]",25
"[[(7, 11), [6, 10]]]",25
"[[(2, 6), [7, 11]]]",25
"[[(9, 13), [11, 15]]]",25
"[[(1, 5), [10, 14]]]",25
"[[(11, 15), [2, 6]]]",25
"[[(12, 16), [5, 9]]]",20
"[[(6, 10), [0, 4]]]",25
"[[(9, 13), [7, 11]]]",25
"[[(6, 10), [7, 11]]]",25
"[[(0, 4), [1, 5]]]",25
"[[(7, 11), [12, 16]]]",20
"[[(2, 6), [0, 4]]]",25
"[[(0, 4), [9, 13]]]",25
"[[(9, 13), [2, 6]]]",25
"[[(10, 14), [5, 9]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(5, 9), [3, 7]]]",25
"[[(6, 10), [12, 16]]]",20
"[[(12, 16), [12, 16]]]",16
"[[(7, 11), [1, 5]]]",25
"[[(0, 4), [9, 13]]]",25
"[[(11, 15), [7, 11]]]",25
"[[(9, 13), [10, 14]]]",25
"[[(5, 9), [10, 14]]]",25
"[[(1, 5), [10, 14]]]",25
"[[(11, 15), [9, 13]]]",25
"[[(4, 8), [12, 16]]]",20
"[[(2, 6), [6, 10]]]",25
"[[(12, 16), [4, 8]]]",20
"[[(11, 15), [10, 14]]]",25
"[[(12, 16), [1, 5]]]",20
"[[(8, 12), [12, 16]]]",20
"[[(3, 7), [0, 4]]]",25
"[[(12, 16), [6, 10]]]",20
"[[(7, 11), [5, 9]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(7, 11), [5, 9]]]",25
"[[(12, 16), [10, 14]]]",20
"[[(1, 5), [0, 4]]]",25
"[[(0, 4), [7, 11]]]",25
"[[(4, 8), [0, 4]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(9, 13), [9, 13]]]",25
"[[(3, 7), [3, 7]]]",25
"[[(1, 5), [12, 16]]]",20
"[[(10, 14), [12, 16]]]",20
"[[(8, 12), [11, 15]]]",25
"[[(8, 12), [6, 10]]]",25
"[[(8, 12), [4, 8]]]",25
"[[(1, 5), [2, 6]]]",25
"[[(6, 10), [9, 13]]]",25
"[[(6, 10), [1, 5]]]",25
"[[(1, 5), [6, 10]]]",25
"[[(1, 5), [1, 5]]]",25
"[[(6, 10), [12, 16]]]",20
"[[(2, 6), [11, 15]]]",25
"[[(0, 4), [12, 16]]]",20
"[[(7, 11), [6, 10]]]",25
"[[(10, 14), [6, 10]]]",25
"[[(0, 4), [7, 11]]]",25
"[[(5, 9), [11, 15]]]",25
"[[(4, 8), [1, 5]]]",25
"[[(5, 9), [1, 5]]]",25
"[[(1, 5), [5, 9]]]",25
"[[(11, 15), [0, 4]]]",25
"[[(5, 9), [5, 9]]]",25
"[[(2, 6), [0, 4]]]",25
"[[(3, 7), [5, 9]]]",25
"[[(1, 5), [9, 13]]]",25
"[[(2, 6), [3, 7]]]",25
"[[(0, 4), [3, 7]]]",25
"[[(10, 14), [10, 14]]]",25
"[[(11, 15), [1, 5]]]",25
"[[(11, 15), [0, 4]]]",25
"[[(4, 8), [5, 9]]]",25
"[[(11, 15), [0, 4]]]",25
"[[(9, 13), [3, 7]]]",25
"[[(2, 6), [2, 6]]]",25
"[[(7, 11), [1, 5]]]",25
"[[(7, 11), [5, 9]]]",25
"[[(11, 15), [4, 8]]]",25
"[[(2, 6), [0, 4]]]",25
"[[(3, 7), [5, 9]]]",25
"[[(5, 9), [7, 11]]]",25
"[[(4, 8), [4, 8]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(5, 9), [2, 6]]]",25
"[[(9, 13), [1, 5]]]",25
"[[(1, 5), [8, 12]]]",25
"[[(9, 13), [4, 8]]]",25
"[[(2, 6), [6, 10]]]",25
"[[(2, 6), [2, 6]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(5, 9), [8, 12]]]",25
"[[(3, 7), [3, 7]]]",25
"[[(12, 16), [2, 6]]]",20
"[[(4, 8), [5, 9]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(0, 4), [2, 6]]]",25
"[[(9, 13), [0, 4]]]",25
"[[(6, 10), [1, 5]]]",25
"[[(11, 15), [1, 5]]]",25
"[[(2, 6), [6, 10]]]",25
"[[(4, 8), [8, 12]]]",25
"[[(6, 10), [11, 15]]]",25
"[[(2, 6), [9, 13]]]",25
"[[(6, 10), [4, 8]]]",25
"[[(10, 14), [5, 9]]]",25
"[[(1, 5), [3, 7]]]",25
"[[(7, 11), [10, 14]]]",25
"[[(5, 9), [10, 14]]]",25
"[[(8, 12), [0, 4]]]",25
"[[(6, 10), [6, 10]]]",25
"[[(0, 4), [6, 10]]]",25
"[[(11, 15), [5, 9]]]",25
"[[(7, 11), [3, 7]]]",25
"[[(5, 9), [4, 8]]]",25
"[[(7, 11), [1, 5]]]",25
"[[(2, 6), [12, 16]]]",20
"[[(1, 5), [4, 8]]]",25
"[[(1, 5), [8, 12]]]",25
"[[(9, 13), [11, 15]]]",25
"[[(2, 6), [12, 16]]]",20
"[[(11, 15), [7, 11]]]",25
"[[(6, 10), [2, 6]]]",25
"[[(12, 16), [6, 10]]]",20
"[[(6, 10), [2, 6]]]",25
"[[(3, 7), [7, 11]]]",25
"[[(5, 9), [8, 12]]]",25
"[[(2, 6), [5, 9]]]",25
"[[(7, 11), [10, 14]]]",25
"[[(10, 14), [1, 5]]]",25
"[[(7, 11), [12, 16]]]",20
"[[(3, 7), [4, 8]]]",25
"[[(0, 4), [11, 15]]]",25
"[[(7, 11), [9, 13]]]",25
"[[(7, 11), [0, 4]]]",25
"[[(3, 7), [4, 8]]]",25
"[[(1, 5), [12, 16]]]",20
"[[(10, 14), [4, 8]]]",25
"[[(8, 12), [9, 13]]]",25
"[[(2, 6), [6, 10]]]",25
"[[(11, 15), [12, 16]]]",20
"[[(7, 11), [1, 5]]]",25
"[[(10, 14), [7, 11]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(8, 12), [12, 16]]]",20
"[[(6, 10), [4, 8]]]",25
"[[(10, 14), [0, 4]]]",25
"[[(1, 5), [4, 8]]]",25
"[[(10, 14), [0, 4]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(6, 10), [8, 12]]]",25
"[[(9, 13), [11, 15]]]",25
"[[(6, 10), [7, 11]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(4, 8), [5, 9]]]",25
"[[(4, 8), [12, 16]]]",20
"[[(10, 14), [3, 7]]]",25
"[[(9, 13), [1, 5]]]",25
"[[(0, 4), [1, 5]]]",25
"[[(12, 16), [4, 8]]]",20
"[[(4, 8), [8, 12]]]",25
"[[(5, 9), [1, 5]]]",25
"[[(8, 12), [3, 7]]]",25
"[[(12, 16), [2, 6]]]",20
"[[(1, 5), [6, 10]]]",25
"[[(4, 8), [4, 8]]]",25
"[[(8, 12), [2, 6]]]",25
"[[(9, 13), [8, 12]]]",25
"[[(10, 14), [3, 7]]]",25
"[[(8, 12), [1, 5]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(8, 12), [6, 10]]]",25
"[[(11, 15), [12, 16]]]",20
"[[(12, 16), [4, 8]]]",20
"[[(4, 8), [7, 11]]]",25
"[[(5, 9), [9, 13]]]",25
"[[(10, 14), [2, 6]]]",25
"[[(2, 6), [1, 5]]]",25
"[[(11, 15), [1, 5]]]",25
"[[(6, 10), [6, 10]]]",25
"[[(9, 13), [7, 11]]]",25
"[[(2, 6), [8, 12]]]",25
"[[(10, 14), [4, 8]]]",25
"[[(5, 9), [10, 14]]]",25
"[[(7, 11), [11, 15]]]",25
"[[(6, 10), [3, 7]]]",25
"[[(7, 11), [7, 11]]]",25
"[[(11, 15), [8, 12]]]",25
"[[(5, 9), [7, 11]]]",25
"[[(10, 14), [0, 4]]]",25
"[[(7, 11), [4, 8]]]",25
"[[(2, 6), [11, 15]]]",25
"[[(7, 11), [0, 4]]]",25
"[[(9, 13), [3, 7]]]",25
"[[(0, 4), [5, 9]]]",25
"[[(7, 11), [6, 10]]]",25
"[[(0, 4), [8, 12]]]",25
"[[(1, 5), [10, 14]]]",25
"[[(1, 5), [10, 14]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(6, 10), [0, 4]]]",25
"[[(5, 9), [0, 4]]]",25
"[[(1, 5), [9, 13]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(10, 14), [11, 15]]]",25
"[[(4, 8), [11, 15]]]",25
"[[(3, 7), [2, 6]]]",25
"[[(12, 16), [9, 13]]]",20
"[[(4, 8), [3, 7]]]",25
"[[(1, 5), [6, 10]]]",25
"[[(7, 11), [11, 15]]]",25
"[[(5, 9), [6, 10]]]",25
"[[(2, 6), [5, 9]]]",25
"[[(6, 10), [10, 14]]]",25
"[[(10, 14), [6, 10]]]",25
"[[(2, 6), [7, 11]]]",25
"[[(11, 15), [2, 6]]]",25
"[[(8, 12), [5, 9]]]",25
"[[(2, 6), [3, 7]]]",25
"[[(2, 6), [7, 11]]]",25
"[[(5, 9), [12, 16]]]",20
"[[(6, 10), [6, 10]]]",25
"[[(12, 16), [7, 11]]]",20
"[[(6, 10), [11, 15]]]",25
"[[(3, 7), [12, 16]]]",20
"[[(3, 7), [7, 11]]]",25
"[[(3, 7), [9, 13]]]",25
"[[(11, 15), [0, 4]]]",25
"[[(6, 10), [0, 4]]]",25
"[[(3, 7), [10, 14]]]",25
"[[(1, 5), [2, 6]]]",25
"[[(5, 9), [0, 4]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(10, 14), [2, 6]]]",25
"[[(3, 7), [9, 13]]]",25
"[[(4, 8), [9, 13]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(8, 12), [12, 16]]]",20
"[[(4, 8), [12, 16]]]",20
"[[(5, 9), [6, 10]]]",25
"[[(7, 11), [0, 4]]]",25
"[[(10, 14), [11, 15]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(10, 14), [8, 12]]]",25
"[[(11, 15), [6, 10]]]",25
"[[(9, 13), [7, 11]]]",25
"[[(7, 11), [4, 8]]]",25
"[[(11, 15), [7, 11]]]",25
"[[(3, 7), [5, 9]]]",25
"[[(4, 8), [0, 4]]]",25
"[[(0, 4), [0, 4]]]",25
"[[(2, 6), [5, 9]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(10, 14), [0, 4]]]",25
"[[(2, 6), [1, 5]]]",25
"[[(12, 16), [6, 10]]]",20
"[[(10, 14), [3, 7]]]",25
"[[(9, 13), [6, 10]]]",25
"[[(8, 12), [3, 7]]]",25
"[[(7, 11), [3, 7]]]",25
"[[(5, 9), [9, 13]]]",25
"[[(1, 5), [9, 13]]]",25
"[[(1, 5), [12, 16]]]",20
"[[(5, 9), [5, 9]]]",25
"[[(8, 12), [7, 11]]]",25
"[[(5, 9), [4, 8]]]",25
"[[(0, 4), [8, 12]]]",25
"[[(0, 4), [3, 7]]]",25
"[[(5, 9), [1, 5]]]",25
"[[(3, 7), [8, 12]]]",25
"[[(5, 9), [3, 7]]]",25
"[[(3, 7), [4, 8]]]",25
"[[(10, 14), [11, 15]]]",25
"[[(11, 15), [4, 8]]]",25
"[[(4, 8), [8, 12]]]",25
"[[(6, 10), [4, 8]]]",25
"[[(7, 11), [5, 9]]]",25
"[[(11, 15), [3, 7]]]",25
"[[(0, 4), [4, 8]]]",25
"[[(8, 12), [1, 5]]]",25
"[[(0, 4), [7, 11]]]",25
"[[(7, 11), [11, 15]]]",25
"[[(7, 11), [0, 4]]]",25
"[[(12, 16), [6, 10]]]",20
"[[(7, 11), [7, 11]]]",25
"[[(7, 11), [1, 5]]]",25
"[[(1, 5), [1, 5]]]",25
"[[(3, 7), [1, 5]]]",25
"[[(12, 16), [2, 6]]]",20
"[[(6, 10), [3, 7]]]",25
"[[(7, 11), [9, 13]]]",25
"[[(1, 5), [6, 10]]]",25
"[[(8, 12), [12, 16]]]",20
"[[(6, 10), [0, 4]]]",25
"[[(2, 6), [3, 7]]]",25
"[[(7, 11), [3, 7]]]",25
"[[(2, 6), [4, 8]]]",25
"[[(5, 9), [5, 9]]]",25
"[[(6, 10), [1, 5]]]",25
"[[(8, 12), [4, 8]]]",25
"[[(9, 13), [8, 12]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(11, 15), [4, 8]]]",25
"[[(12, 16), [7, 11]]]",20
"[[(8, 12), [9, 13]]]",25
"[[(7, 11), [8, 12]]]",25
"[[(10, 14), [4, 8]]]",25
"[[(4, 8), [3, 7]]]",25
"[[(0, 4), [1, 5]]]",25
"[[(9, 13), [12, 16]]]",20
"[[(11, 15), [1, 5]]]",25
"[[(2, 6), [11, 15]]]",25
"[[(6, 10), [3, 7]]]",25
"[[(3, 7), [4, 8]]]",25
"[[(11, 15), [10, 14]]]",25
"[[(0, 4), [11, 15]]]",25
"[[(8, 12), [8, 12]]]",25
"[[(6, 10), [0, 4]]]",25
"[[(1, 5), [6, 10]]]",25
"[[(10, 14), [4, 8]]]",25
"[[(1, 5), [11, 15]]]",25
"[[(9, 13), [5, 9]]]",25
"[[(3, 7), [10, 14]]]",25
"[[(11, 15), [11, 15]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(4, 8), [3, 7]]]",25
"[[(11, 15), [3, 7]]]",25
"[[(1, 5), [8, 12]]]",25
"[[(4, 8), [10, 14]]]",25
"[[(5, 9), [3, 7]]]",25
"[[(5, 9), [10, 14]]]",25
"[[(7, 11), [4, 8]]]",25
"[[(9, 13), [2, 6]]]",25
"[[(2, 6), [12, 16]]]",20
"[[(0, 4), [8, 12]]]",25
"[[(8, 12), [5, 9]]]",25
"[[(5, 9), [9, 13]]]",25
"[[(10, 14), [0, 4]]]",25
"[[(12, 16), [2, 6]]]",20
"[[(6, 10), [2, 6]]]",25
"[[(2, 6), [8, 12]]]",25
"[[(1, 5), [2, 6]]]",25
"[[(12, 16), [3, 7]]]",20
"[[(12, 16), [12, 16]]]",16
"[[(7, 11), [9, 13]]]",25
"[[(12, 16), [11, 15]]]",20
"[[(3, 7), [3, 7]]]",25
"[[(11, 15), [2, 6]]]",25
"[[(3, 7), [12, 16]]]",20
"[[(6, 10), [5, 9]]]",25
"[[(9, 13), [9, 13]]]",25
"[[(2, 6), [10, 14]]]",25
"[[(7, 11), [1, 5]]]",25
"[[(9, 13), [0, 4]]]",25
"[[(8, 12), [9, 13]]]",25
"[[(5, 9), [7, 11]]]",25
"[[(7, 11), [4, 8]]]",25
"[[(0, 4), [3, 7]]]",25
"[[(8, 12), [10, 14]]]",25
"[[(2, 6), [10, 14]]]",25
"[[(7, 11), [12, 16]]]",20
"[[(11, 15), [7, 11]]]",25
"[[(8, 12), [5, 9]]]",25
