SRC_random Query: Medium,Depth,BBoxes,Data Size
"[21906, 359618, 115137, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[175284, 338464, 268515, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[228300, 280112, 321531, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[113494, 277541, 206725, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[194906, 320515, 288137, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137124, 363408, 230355, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[25023, 225800, 118254, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[266300, 277025, 359531, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[338553, 33122, 431784, 126353]",1,"[69337, 9783, 474275, 219328]",309
"[112963, 185480, 206194, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248096, 104607, 341327, 197838]",1,"[69337, 9783, 474275, 219328]",309
"[305864, 111506, 399095, 204737]",1,"[69337, 9783, 474275, 219328]",309
"[119454, 26823, 212685, 120054]",1,"[69337, 9783, 474275, 219328]",309
"[112990, 70602, 206221, 163833]",1,"[69337, 9783, 474275, 219328]",309
"[162080, 177746, 255311, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181106, 167894, 274337, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83553, 102750, 176784, 195981]",1,"[69337, 9783, 474275, 219328]",309
"[310307, 225741, 403538, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152668, 37091, 245899, 130322]",1,"[69337, 9783, 474275, 219328]",309
"[208702, 66056, 301933, 159287]",1,"[69337, 9783, 474275, 219328]",309
"[306358, 269050, 399589, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93212, 207342, 186443, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[124495, 223088, 217726, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211094, 75612, 304325, 168843]",1,"[69337, 9783, 474275, 219328]",309
"[301768, 339380, 394999, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240146, 334716, 333377, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[369215, 198247, 462446, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32237, 345405, 125468, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[331515, 283267, 424746, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127507, 121271, 220738, 214502]",1,"[69337, 9783, 474275, 219328]",309
"[277084, 217610, 370315, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263044, 125686, 356275, 218917]",1,"[69337, 9783, 474275, 219328]",309
"[307887, 49137, 401118, 142368]",1,"[69337, 9783, 474275, 219328]",309
"[291385, 66333, 384616, 159564]",1,"[69337, 9783, 474275, 219328]",309
"[88482, 94740, 181713, 187971]",1,"[69337, 9783, 474275, 219328]",309
"[167150, 22888, 260381, 116119]",1,"[69337, 9783, 474275, 219328]",309
"[175437, 67775, 268668, 161006]",1,"[69337, 9783, 474275, 219328]",309
"[76905, 332739, 170136, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[342425, 285080, 435656, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332688, 102332, 425919, 195563]",1,"[69337, 9783, 474275, 219328]",309
"[294634, 226279, 387865, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142551, 15037, 235782, 108268]",1,"[69337, 9783, 474275, 219328]",309
"[200233, 80318, 293464, 173549]",1,"[69337, 9783, 474275, 219328]",309
"[31441, 278165, 124672, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[121450, 241293, 214681, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[357849, 329566, 451080, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149703, 226617, 242934, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39558, 138756, 132789, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[317103, 147712, 410334, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109409, 184920, 202640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[357367, 63182, 450598, 156413]",1,"[69337, 9783, 474275, 219328]",309
"[372172, 148675, 465403, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266106, 202681, 359337, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162167, 38595, 255398, 131826]",1,"[69337, 9783, 474275, 219328]",309
"[146981, 373607, 240212, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64611, 196426, 157842, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[157365, 110227, 250596, 203458]",1,"[69337, 9783, 474275, 219328]",309
"[186660, 130066, 279891, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134565, 112586, 227796, 205817]",1,"[69337, 9783, 474275, 219328]",309
"[106691, 367280, 199922, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206535, 71911, 299766, 165142]",1,"[69337, 9783, 474275, 219328]",309
"[288575, 139942, 381806, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[356663, 96661, 449894, 189892]",1,"[69337, 9783, 474275, 219328]",309
"[189698, 212942, 282929, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22201, 287866, 115432, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[358890, 31045, 452121, 124276]",1,"[69337, 9783, 474275, 219328]",309
"[288429, 235512, 381660, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[367211, 65537, 460442, 158768]",1,"[69337, 9783, 474275, 219328]",309
"[141254, 379942, 234485, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[113495, 276124, 206726, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[165720, 53110, 258951, 146341]",1,"[69337, 9783, 474275, 219328]",309
"[62947, 270326, 156178, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[229466, 361538, 322697, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297970, 193149, 391201, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[102209, 85398, 195440, 178629]",1,"[69337, 9783, 474275, 219328]",309
"[72032, 158647, 165263, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162621, 99327, 255852, 192558]",1,"[69337, 9783, 474275, 219328]",309
"[262941, 162503, 356172, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137666, 290703, 230897, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312342, 369738, 405573, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134232, 48847, 227463, 142078]",1,"[69337, 9783, 474275, 219328]",309
"[258517, 109167, 351748, 202398]",1,"[69337, 9783, 474275, 219328]",309
"[195967, 231714, 289198, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[148922, 179930, 242153, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62274, 81756, 155505, 174987]",0,"[8117, 9783, 474275, 219328]",617
"[251166, 337049, 344397, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192268, 273744, 285499, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[76102, 40988, 169333, 134219]",1,"[69337, 9783, 474275, 219328]",309
"[249765, 218382, 342996, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260885, 175308, 354116, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327771, 171471, 421002, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261934, 82020, 355165, 175251]",1,"[69337, 9783, 474275, 219328]",309
"[156704, 32037, 249935, 125268]",1,"[69337, 9783, 474275, 219328]",309
"[223427, 369858, 316658, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42895, 251169, 136126, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[319253, 101184, 412484, 194415]",1,"[69337, 9783, 474275, 219328]",309
"[43843, 67312, 137074, 160543]",0,"[8117, 9783, 474275, 219328]",617
"[214630, 129366, 307861, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161144, 336201, 254375, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64342, 231114, 157573, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[336817, 314025, 430048, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162941, 291859, 256172, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24437, 304881, 117668, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[33827, 220069, 127058, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[224333, 282722, 317564, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200938, 127304, 294169, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136776, 93604, 230007, 186835]",1,"[69337, 9783, 474275, 219328]",309
"[350712, 349840, 443943, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64945, 69284, 158176, 162515]",0,"[8117, 9783, 474275, 219328]",617
"[288768, 325444, 381999, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84356, 163281, 177587, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195987, 262605, 289218, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[275903, 137200, 369134, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234652, 86284, 327883, 179515]",1,"[69337, 9783, 474275, 219328]",309
"[321735, 322080, 414966, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106108, 187243, 199339, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103213, 353260, 196444, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19527, 183620, 112758, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[86665, 62042, 179896, 155273]",1,"[69337, 9783, 474275, 219328]",309
"[277275, 173007, 370506, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326056, 138075, 419287, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[61694, 302725, 154925, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[62604, 366383, 155835, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[258473, 282314, 351704, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330671, 374111, 423902, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266844, 158304, 360075, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183829, 331207, 277060, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55622, 117575, 148853, 210806]",0,"[8117, 9783, 474275, 219328]",617
"[29785, 340458, 123016, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[219921, 143870, 313152, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[276663, 380701, 369894, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186406, 123337, 279637, 216568]",1,"[69337, 9783, 474275, 219328]",309
"[316550, 186524, 409781, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144617, 375579, 237848, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42927, 244130, 136158, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[74865, 28167, 168096, 121398]",1,"[69337, 9783, 474275, 219328]",309
"[360119, 58895, 453350, 152126]",1,"[69337, 9783, 474275, 219328]",309
"[238410, 379734, 331641, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155447, 183634, 248678, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141404, 240730, 234635, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17494, 188088, 110725, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[176566, 342679, 269797, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135257, 193121, 228488, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197925, 196035, 291156, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204828, 113679, 298059, 206910]",1,"[69337, 9783, 474275, 219328]",309
"[17249, 214584, 110480, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[337617, 312743, 430848, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290417, 169703, 383648, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[218093, 324181, 311324, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19656, 293903, 112887, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[70411, 172877, 163642, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20803, 235696, 114034, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[83287, 56731, 176518, 149962]",1,"[69337, 9783, 474275, 219328]",309
"[73671, 34714, 166902, 127945]",1,"[69337, 9783, 474275, 219328]",309
"[352266, 299793, 445497, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161117, 111397, 254348, 204628]",1,"[69337, 9783, 474275, 219328]",309
"[351546, 197627, 444777, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135216, 304463, 228447, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51558, 125039, 144789, 218270]",0,"[8117, 9783, 474275, 219328]",617
"[358177, 235100, 451408, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174517, 345892, 267748, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[340163, 373094, 433394, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337793, 158405, 431024, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18988, 42175, 112219, 135406]",0,"[8117, 9783, 474275, 219328]",617
"[249729, 152311, 342960, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[339847, 208175, 433078, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[120216, 92227, 213447, 185458]",1,"[69337, 9783, 474275, 219328]",309
"[245569, 13813, 338800, 107044]",1,"[69337, 9783, 474275, 219328]",309
"[90871, 9783, 184102, 102725]",1,"[69337, 9783, 474275, 219328]",309
"[95517, 307939, 188748, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[364511, 34160, 457742, 127391]",1,"[69337, 9783, 474275, 219328]",309
"[56262, 202003, 149493, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[36585, 358243, 129816, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[125783, 126695, 219014, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268368, 142003, 361599, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171744, 304759, 264975, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204484, 351344, 297715, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289336, 172482, 382567, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[351261, 374415, 444492, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268761, 331458, 361992, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273312, 34306, 366543, 127537]",1,"[69337, 9783, 474275, 219328]",309
"[135926, 76226, 229157, 169457]",1,"[69337, 9783, 474275, 219328]",309
"[119759, 129809, 212990, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59609, 81742, 152840, 174973]",0,"[8117, 9783, 474275, 219328]",617
"[63452, 29892, 156683, 123123]",0,"[8117, 9783, 474275, 219328]",617
"[322936, 301518, 416167, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56109, 317431, 149340, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[330478, 235496, 423709, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[245701, 349123, 338932, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[244000, 215458, 337231, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15490, 331287, 108721, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[341517, 282879, 434748, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[336182, 175248, 429413, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[376836, 281861, 470067, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118601, 74561, 211832, 167792]",1,"[69337, 9783, 474275, 219328]",309
"[328255, 165135, 421486, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298532, 162205, 391763, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[360861, 218810, 454092, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[319977, 281641, 413208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[34484, 248255, 127715, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[307302, 305315, 400533, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137815, 213981, 231046, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146482, 299988, 239713, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355449, 169360, 448680, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[71541, 172743, 164772, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[308696, 377566, 401927, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142171, 373089, 235402, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277457, 148209, 370688, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[245206, 242304, 338437, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62251, 315960, 155482, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[171193, 177300, 264424, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368826, 48086, 462057, 141317]",1,"[69337, 9783, 474275, 219328]",309
"[236560, 186840, 329791, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11694, 64966, 104925, 158197]",0,"[8117, 9783, 474275, 219328]",617
"[180649, 316842, 273880, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63406, 300269, 156637, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[111088, 307420, 204319, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361032, 358223, 454263, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10746, 17707, 103977, 110938]",0,"[8117, 9783, 474275, 219328]",617
"[17596, 170712, 110827, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[250648, 65877, 343879, 159108]",1,"[69337, 9783, 474275, 219328]",309
"[279082, 357264, 372313, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18587, 270073, 111818, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[132120, 151952, 225351, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277969, 166128, 371200, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146584, 113395, 239815, 206626]",1,"[69337, 9783, 474275, 219328]",309
"[218557, 324479, 311788, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242397, 258075, 335628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168973, 181647, 262204, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15926, 310226, 109157, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[324519, 323189, 417750, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162471, 64075, 255702, 157306]",1,"[69337, 9783, 474275, 219328]",309
"[187277, 371695, 280508, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55916, 88630, 149147, 181861]",0,"[8117, 9783, 474275, 219328]",617
"[209966, 247382, 303197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145616, 190922, 238847, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154052, 335656, 247283, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[367253, 124249, 460484, 217480]",1,"[69337, 9783, 474275, 219328]",309
"[380161, 104095, 473392, 197326]",1,"[69337, 9783, 474275, 219328]",309
"[297091, 246321, 390322, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[252683, 143938, 345914, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257550, 57392, 350781, 150623]",1,"[69337, 9783, 474275, 219328]",309
"[51650, 368340, 144881, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[98543, 297934, 191774, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[35493, 139701, 128724, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[196949, 182409, 290180, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[196846, 38014, 290077, 131245]",1,"[69337, 9783, 474275, 219328]",309
"[209387, 359544, 302618, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187010, 99354, 280241, 192585]",1,"[69337, 9783, 474275, 219328]",309
"[157398, 257742, 250629, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[31351, 291544, 124582, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[272509, 166892, 365740, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175483, 149744, 268714, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333331, 336744, 426562, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175811, 47494, 269042, 140725]",1,"[69337, 9783, 474275, 219328]",309
"[191116, 18504, 284347, 111735]",1,"[69337, 9783, 474275, 219328]",309
"[243439, 334402, 336670, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99234, 196277, 192465, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330829, 162562, 424060, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372289, 146754, 465520, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265607, 9783, 358838, 102306]",1,"[69337, 9783, 474275, 219328]",309
"[241685, 90830, 334916, 184061]",1,"[69337, 9783, 474275, 219328]",309
"[136025, 190351, 229256, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[130442, 67632, 223673, 160863]",1,"[69337, 9783, 474275, 219328]",309
"[344085, 33107, 437316, 126338]",1,"[69337, 9783, 474275, 219328]",309
"[207364, 241517, 300595, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206748, 347107, 299979, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321992, 27357, 415223, 120588]",1,"[69337, 9783, 474275, 219328]",309
"[178209, 21476, 271440, 114707]",1,"[69337, 9783, 474275, 219328]",309
"[363681, 14768, 456912, 107999]",1,"[69337, 9783, 474275, 219328]",309
"[248876, 139212, 342107, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119372, 373330, 212603, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[100429, 252022, 193660, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[61957, 372788, 155188, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[217960, 302750, 311191, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37346, 146703, 130577, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[63006, 80039, 156237, 173270]",0,"[8117, 9783, 474275, 219328]",617
"[38731, 13617, 131962, 106848]",0,"[8117, 9783, 474275, 219328]",617
"[143187, 229947, 236418, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283138, 354455, 376369, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312738, 157484, 405969, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43892, 182974, 137123, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[260623, 314497, 353854, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185574, 147311, 278805, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183431, 129451, 276662, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32906, 280710, 126137, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[132939, 239960, 226170, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282488, 379006, 375719, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17472, 363728, 110703, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[208719, 175203, 301950, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30470, 283015, 123701, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[114523, 67984, 207754, 161215]",1,"[69337, 9783, 474275, 219328]",309
"[302461, 135969, 395692, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23907, 290613, 117138, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[172196, 86599, 265427, 179830]",1,"[69337, 9783, 474275, 219328]",309
"[134461, 308035, 227692, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266298, 291585, 359529, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[267057, 235401, 360288, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[102325, 242319, 195556, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145719, 98276, 238950, 191507]",1,"[69337, 9783, 474275, 219328]",309
"[28230, 197224, 121461, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[362255, 163055, 455486, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187226, 336453, 280457, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[151849, 128185, 245080, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213147, 10986, 306378, 104217]",1,"[69337, 9783, 474275, 219328]",309
"[39216, 364695, 132447, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[60681, 79292, 153912, 172523]",0,"[8117, 9783, 474275, 219328]",617
"[321943, 181186, 415174, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303706, 94636, 396937, 187867]",1,"[69337, 9783, 474275, 219328]",309
"[18272, 29916, 111503, 123147]",0,"[8117, 9783, 474275, 219328]",617
"[287977, 93381, 381208, 186612]",1,"[69337, 9783, 474275, 219328]",309
"[311865, 89341, 405096, 182572]",1,"[69337, 9783, 474275, 219328]",309
"[49298, 81281, 142529, 174512]",0,"[8117, 9783, 474275, 219328]",617
"[87332, 295299, 180563, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105992, 221737, 199223, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212034, 17935, 305265, 111166]",1,"[69337, 9783, 474275, 219328]",309
"[201708, 159223, 294939, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188619, 303556, 281850, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16496, 132502, 109727, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[316497, 13357, 409728, 106588]",1,"[69337, 9783, 474275, 219328]",309
"[200835, 200710, 294066, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187608, 53352, 280839, 146583]",1,"[69337, 9783, 474275, 219328]",309
"[309413, 362647, 402644, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[367428, 202605, 460659, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[199616, 42046, 292847, 135277]",1,"[69337, 9783, 474275, 219328]",309
"[222778, 106538, 316009, 199769]",1,"[69337, 9783, 474275, 219328]",309
"[197330, 309664, 290561, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[140403, 86924, 233634, 180155]",1,"[69337, 9783, 474275, 219328]",309
"[119685, 283037, 212916, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105372, 322840, 198603, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78859, 273186, 172090, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[66601, 175208, 159832, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[313195, 313636, 406426, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301500, 335942, 394731, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333524, 58481, 426755, 151712]",1,"[69337, 9783, 474275, 219328]",309
"[331320, 94884, 424551, 188115]",1,"[69337, 9783, 474275, 219328]",309
"[195643, 142027, 288874, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253464, 145621, 346695, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242291, 105069, 335522, 198300]",1,"[69337, 9783, 474275, 219328]",309
"[215188, 227579, 308419, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197063, 59184, 290294, 152415]",1,"[69337, 9783, 474275, 219328]",309
"[174430, 86610, 267661, 179841]",1,"[69337, 9783, 474275, 219328]",309
"[144140, 102135, 237371, 195366]",1,"[69337, 9783, 474275, 219328]",309
"[184359, 242798, 277590, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50535, 204288, 143766, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[204108, 148664, 297339, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355443, 192573, 448674, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85945, 225184, 179176, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116607, 112830, 209838, 206061]",1,"[69337, 9783, 474275, 219328]",309
