SRC_random Query: Large,Depth,BBoxes,Data Size
"[29, 8, 48, 27]",2,"[16, 0, 48, 32]",1024
"[45, 21, 64, 40]",2,"[32, 16, 64, 48]",1024
"[14, 31, 33, 50]",0,"[0, 0, 64, 64]",4096
"[9, 6, 28, 25]",2,"[0, 0, 32, 32]",1024
"[34, 37, 53, 56]",2,"[32, 32, 64, 64]",1024
"[38, 28, 57, 47]",2,"[32, 16, 64, 48]",1024
"[20, 11, 39, 30]",2,"[16, 0, 48, 32]",1024
"[5, 42, 24, 61]",2,"[0, 32, 32, 64]",1024
"[20, 10, 39, 29]",2,"[16, 0, 48, 32]",1024
"[17, 22, 36, 41]",2,"[16, 16, 48, 48]",1024
"[42, 45, 61, 64]",2,"[32, 32, 64, 64]",1024
"[7, 7, 26, 26]",2,"[0, 0, 32, 32]",1024
"[24, 20, 43, 39]",2,"[16, 16, 48, 48]",1024
"[20, 19, 39, 38]",2,"[16, 16, 48, 48]",1024
"[21, 0, 40, 19]",2,"[16, 0, 48, 32]",1024
"[12, 42, 31, 61]",2,"[0, 32, 32, 64]",1024
"[41, 19, 60, 38]",2,"[32, 16, 64, 48]",1024
"[40, 11, 59, 30]",2,"[32, 0, 64, 32]",1024
"[10, 35, 29, 54]",2,"[0, 32, 32, 64]",1024
"[10, 30, 29, 49]",1,"[0, 0, 32, 64]",2048
"[15, 5, 34, 24]",0,"[0, 0, 64, 64]",4096
"[45, 33, 64, 52]",2,"[32, 32, 64, 64]",1024
"[16, 45, 35, 64]",2,"[16, 32, 48, 64]",1024
"[6, 3, 25, 22]",2,"[0, 0, 32, 32]",1024
"[24, 5, 43, 24]",2,"[16, 0, 48, 32]",1024
"[25, 29, 44, 48]",2,"[16, 16, 48, 48]",1024
"[31, 42, 50, 61]",0,"[0, 0, 64, 64]",4096
"[9, 45, 28, 64]",2,"[0, 32, 32, 64]",1024
"[9, 3, 28, 22]",2,"[0, 0, 32, 32]",1024
"[7, 9, 26, 28]",2,"[0, 0, 32, 32]",1024
"[40, 7, 59, 26]",2,"[32, 0, 64, 32]",1024
"[25, 38, 44, 57]",2,"[16, 32, 48, 64]",1024
"[6, 18, 25, 37]",2,"[0, 16, 32, 48]",1024
"[5, 36, 24, 55]",2,"[0, 32, 32, 64]",1024
"[37, 6, 56, 25]",2,"[32, 0, 64, 32]",1024
"[13, 19, 32, 38]",2,"[0, 16, 32, 48]",1024
"[25, 11, 44, 30]",2,"[16, 0, 48, 32]",1024
"[33, 28, 52, 47]",2,"[32, 16, 64, 48]",1024
"[44, 17, 63, 36]",2,"[32, 16, 64, 48]",1024
"[21, 40, 40, 59]",2,"[16, 32, 48, 64]",1024
"[11, 41, 30, 60]",2,"[0, 32, 32, 64]",1024
"[25, 16, 44, 35]",2,"[16, 16, 48, 48]",1024
"[11, 10, 30, 29]",2,"[0, 0, 32, 32]",1024
"[5, 13, 24, 32]",2,"[0, 0, 32, 32]",1024
"[40, 33, 59, 52]",2,"[32, 32, 64, 64]",1024
"[22, 43, 41, 62]",2,"[16, 32, 48, 64]",1024
"[29, 42, 48, 61]",2,"[16, 32, 48, 64]",1024
"[5, 21, 24, 40]",2,"[0, 16, 32, 48]",1024
"[33, 27, 52, 46]",2,"[32, 16, 64, 48]",1024
"[19, 29, 38, 48]",2,"[16, 16, 48, 48]",1024
"[3, 8, 22, 27]",2,"[0, 0, 32, 32]",1024
"[22, 11, 41, 30]",2,"[16, 0, 48, 32]",1024
"[31, 14, 50, 33]",0,"[0, 0, 64, 64]",4096
"[14, 4, 33, 23]",0,"[0, 0, 64, 64]",4096
"[8, 28, 27, 47]",2,"[0, 16, 32, 48]",1024
"[27, 6, 46, 25]",2,"[16, 0, 48, 32]",1024
"[23, 14, 42, 33]",1,"[16, 0, 48, 64]",2048
"[7, 20, 26, 39]",2,"[0, 16, 32, 48]",1024
"[8, 12, 27, 31]",2,"[0, 0, 32, 32]",1024
"[15, 39, 34, 58]",0,"[0, 0, 64, 64]",4096
"[35, 20, 54, 39]",2,"[32, 16, 64, 48]",1024
"[42, 31, 61, 50]",1,"[32, 0, 64, 64]",2048
"[21, 37, 40, 56]",2,"[16, 32, 48, 64]",1024
"[40, 30, 59, 49]",1,"[32, 0, 64, 64]",2048
"[32, 42, 51, 61]",2,"[32, 32, 64, 64]",1024
"[17, 18, 36, 37]",2,"[16, 16, 48, 48]",1024
"[1, 39, 20, 58]",2,"[0, 32, 32, 64]",1024
"[43, 39, 62, 58]",2,"[32, 32, 64, 64]",1024
"[11, 17, 30, 36]",2,"[0, 16, 32, 48]",1024
"[12, 32, 31, 51]",2,"[0, 32, 32, 64]",1024
"[35, 45, 54, 64]",2,"[32, 32, 64, 64]",1024
"[7, 19, 26, 38]",2,"[0, 16, 32, 48]",1024
"[28, 11, 47, 30]",2,"[16, 0, 48, 32]",1024
"[7, 3, 26, 22]",2,"[0, 0, 32, 32]",1024
"[29, 33, 48, 52]",2,"[16, 32, 48, 64]",1024
"[33, 35, 52, 54]",2,"[32, 32, 64, 64]",1024
"[39, 36, 58, 55]",2,"[32, 32, 64, 64]",1024
"[34, 42, 53, 61]",2,"[32, 32, 64, 64]",1024
"[24, 26, 43, 45]",2,"[16, 16, 48, 48]",1024
"[20, 38, 39, 57]",2,"[16, 32, 48, 64]",1024
"[21, 14, 40, 33]",1,"[16, 0, 48, 64]",2048
"[21, 31, 40, 50]",1,"[16, 0, 48, 64]",2048
"[9, 33, 28, 52]",2,"[0, 32, 32, 64]",1024
"[1, 30, 20, 49]",1,"[0, 0, 32, 64]",2048
"[8, 0, 27, 19]",2,"[0, 0, 32, 32]",1024
"[5, 35, 24, 54]",2,"[0, 32, 32, 64]",1024
"[1, 8, 20, 27]",2,"[0, 0, 32, 32]",1024
"[7, 3, 26, 22]",2,"[0, 0, 32, 32]",1024
"[20, 19, 39, 38]",2,"[16, 16, 48, 48]",1024
"[42, 12, 61, 31]",2,"[32, 0, 64, 32]",1024
"[4, 43, 23, 62]",2,"[0, 32, 32, 64]",1024
"[3, 14, 22, 33]",1,"[0, 0, 32, 64]",2048
"[11, 23, 30, 42]",2,"[0, 16, 32, 48]",1024
"[24, 41, 43, 60]",2,"[16, 32, 48, 64]",1024
"[33, 39, 52, 58]",2,"[32, 32, 64, 64]",1024
"[43, 23, 62, 42]",2,"[32, 16, 64, 48]",1024
"[26, 13, 45, 32]",2,"[16, 0, 48, 32]",1024
"[25, 2, 44, 21]",2,"[16, 0, 48, 32]",1024
"[38, 14, 57, 33]",1,"[32, 0, 64, 64]",2048
"[36, 0, 55, 19]",2,"[32, 0, 64, 32]",1024
"[28, 0, 47, 19]",2,"[16, 0, 48, 32]",1024
"[26, 9, 45, 28]",2,"[16, 0, 48, 32]",1024
"[12, 4, 31, 23]",2,"[0, 0, 32, 32]",1024
"[37, 40, 56, 59]",2,"[32, 32, 64, 64]",1024
"[8, 20, 27, 39]",2,"[0, 16, 32, 48]",1024
"[17, 18, 36, 37]",2,"[16, 16, 48, 48]",1024
"[28, 21, 47, 40]",2,"[16, 16, 48, 48]",1024
"[33, 26, 52, 45]",2,"[32, 16, 64, 48]",1024
"[31, 21, 50, 40]",0,"[0, 0, 64, 64]",4096
"[17, 33, 36, 52]",2,"[16, 32, 48, 64]",1024
"[19, 28, 38, 47]",2,"[16, 16, 48, 48]",1024
"[34, 21, 53, 40]",2,"[32, 16, 64, 48]",1024
"[25, 42, 44, 61]",2,"[16, 32, 48, 64]",1024
"[21, 25, 40, 44]",2,"[16, 16, 48, 48]",1024
"[17, 44, 36, 63]",2,"[16, 32, 48, 64]",1024
"[0, 13, 19, 32]",2,"[0, 0, 32, 32]",1024
"[45, 29, 64, 48]",2,"[32, 16, 64, 48]",1024
"[19, 25, 38, 44]",2,"[16, 16, 48, 48]",1024
"[27, 43, 46, 62]",2,"[16, 32, 48, 64]",1024
"[8, 11, 27, 30]",2,"[0, 0, 32, 32]",1024
"[30, 12, 49, 31]",0,"[0, 0, 64, 64]",4096
"[10, 39, 29, 58]",2,"[0, 32, 32, 64]",1024
"[12, 4, 31, 23]",2,"[0, 0, 32, 32]",1024
"[17, 32, 36, 51]",2,"[16, 32, 48, 64]",1024
"[32, 10, 51, 29]",2,"[32, 0, 64, 32]",1024
"[37, 11, 56, 30]",2,"[32, 0, 64, 32]",1024
"[42, 31, 61, 50]",1,"[32, 0, 64, 64]",2048
"[7, 30, 26, 49]",1,"[0, 0, 32, 64]",2048
"[15, 27, 34, 46]",0,"[0, 0, 64, 64]",4096
"[11, 7, 30, 26]",2,"[0, 0, 32, 32]",1024
"[3, 33, 22, 52]",2,"[0, 32, 32, 64]",1024
"[2, 44, 21, 63]",2,"[0, 32, 32, 64]",1024
"[5, 6, 24, 25]",2,"[0, 0, 32, 32]",1024
"[37, 8, 56, 27]",2,"[32, 0, 64, 32]",1024
"[9, 36, 28, 55]",2,"[0, 32, 32, 64]",1024
"[13, 41, 32, 60]",2,"[0, 32, 32, 64]",1024
"[22, 23, 41, 42]",2,"[16, 16, 48, 48]",1024
"[6, 6, 25, 25]",2,"[0, 0, 32, 32]",1024
"[24, 31, 43, 50]",1,"[16, 0, 48, 64]",2048
"[8, 21, 27, 40]",2,"[0, 16, 32, 48]",1024
"[36, 33, 55, 52]",2,"[32, 32, 64, 64]",1024
"[13, 38, 32, 57]",2,"[0, 32, 32, 64]",1024
"[14, 38, 33, 57]",0,"[0, 0, 64, 64]",4096
"[36, 28, 55, 47]",2,"[32, 16, 64, 48]",1024
"[38, 18, 57, 37]",2,"[32, 16, 64, 48]",1024
"[6, 8, 25, 27]",2,"[0, 0, 32, 32]",1024
"[26, 6, 45, 25]",2,"[16, 0, 48, 32]",1024
"[12, 45, 31, 64]",2,"[0, 32, 32, 64]",1024
"[8, 11, 27, 30]",2,"[0, 0, 32, 32]",1024
"[44, 17, 63, 36]",2,"[32, 16, 64, 48]",1024
"[17, 43, 36, 62]",2,"[16, 32, 48, 64]",1024
"[20, 10, 39, 29]",2,"[16, 0, 48, 32]",1024
"[28, 45, 47, 64]",2,"[16, 32, 48, 64]",1024
"[21, 34, 40, 53]",2,"[16, 32, 48, 64]",1024
"[6, 5, 25, 24]",2,"[0, 0, 32, 32]",1024
"[25, 0, 44, 19]",2,"[16, 0, 48, 32]",1024
"[3, 12, 22, 31]",2,"[0, 0, 32, 32]",1024
"[21, 27, 40, 46]",2,"[16, 16, 48, 48]",1024
"[15, 21, 34, 40]",0,"[0, 0, 64, 64]",4096
"[27, 37, 46, 56]",2,"[16, 32, 48, 64]",1024
"[7, 21, 26, 40]",2,"[0, 16, 32, 48]",1024
"[4, 30, 23, 49]",1,"[0, 0, 32, 64]",2048
"[38, 31, 57, 50]",1,"[32, 0, 64, 64]",2048
"[19, 15, 38, 34]",1,"[16, 0, 48, 64]",2048
"[24, 45, 43, 64]",2,"[16, 32, 48, 64]",1024
"[3, 22, 22, 41]",2,"[0, 16, 32, 48]",1024
"[21, 10, 40, 29]",2,"[16, 0, 48, 32]",1024
"[5, 35, 24, 54]",2,"[0, 32, 32, 64]",1024
"[17, 29, 36, 48]",2,"[16, 16, 48, 48]",1024
"[0, 39, 19, 58]",2,"[0, 32, 32, 64]",1024
"[40, 10, 59, 29]",2,"[32, 0, 64, 32]",1024
"[9, 35, 28, 54]",2,"[0, 32, 32, 64]",1024
"[36, 21, 55, 40]",2,"[32, 16, 64, 48]",1024
"[43, 29, 62, 48]",2,"[32, 16, 64, 48]",1024
"[44, 4, 63, 23]",2,"[32, 0, 64, 32]",1024
"[24, 17, 43, 36]",2,"[16, 16, 48, 48]",1024
"[29, 18, 48, 37]",2,"[16, 16, 48, 48]",1024
"[1, 25, 20, 44]",2,"[0, 16, 32, 48]",1024
"[1, 29, 20, 48]",2,"[0, 16, 32, 48]",1024
"[7, 8, 26, 27]",2,"[0, 0, 32, 32]",1024
"[19, 21, 38, 40]",2,"[16, 16, 48, 48]",1024
"[19, 38, 38, 57]",2,"[16, 32, 48, 64]",1024
"[9, 31, 28, 50]",1,"[0, 0, 32, 64]",2048
"[28, 0, 47, 19]",2,"[16, 0, 48, 32]",1024
"[38, 20, 57, 39]",2,"[32, 16, 64, 48]",1024
"[9, 26, 28, 45]",2,"[0, 16, 32, 48]",1024
"[1, 19, 20, 38]",2,"[0, 16, 32, 48]",1024
"[11, 36, 30, 55]",2,"[0, 32, 32, 64]",1024
"[10, 5, 29, 24]",2,"[0, 0, 32, 32]",1024
"[26, 32, 45, 51]",2,"[16, 32, 48, 64]",1024
"[28, 34, 47, 53]",2,"[16, 32, 48, 64]",1024
"[41, 8, 60, 27]",2,"[32, 0, 64, 32]",1024
"[26, 21, 45, 40]",2,"[16, 16, 48, 48]",1024
"[8, 44, 27, 63]",2,"[0, 32, 32, 64]",1024
"[35, 23, 54, 42]",2,"[32, 16, 64, 48]",1024
"[37, 10, 56, 29]",2,"[32, 0, 64, 32]",1024
"[5, 5, 24, 24]",2,"[0, 0, 32, 32]",1024
"[15, 7, 34, 26]",0,"[0, 0, 64, 64]",4096
"[12, 30, 31, 49]",1,"[0, 0, 32, 64]",2048
"[45, 41, 64, 60]",2,"[32, 32, 64, 64]",1024
"[12, 1, 31, 20]",2,"[0, 0, 32, 32]",1024
"[24, 21, 43, 40]",2,"[16, 16, 48, 48]",1024
"[16, 22, 35, 41]",2,"[16, 16, 48, 48]",1024
"[37, 16, 56, 35]",2,"[32, 16, 64, 48]",1024
"[28, 33, 47, 52]",2,"[16, 32, 48, 64]",1024
"[2, 19, 21, 38]",2,"[0, 16, 32, 48]",1024
"[28, 27, 47, 46]",2,"[16, 16, 48, 48]",1024
"[14, 30, 33, 49]",0,"[0, 0, 64, 64]",4096
"[0, 33, 19, 52]",2,"[0, 32, 32, 64]",1024
"[38, 25, 57, 44]",2,"[32, 16, 64, 48]",1024
"[45, 21, 64, 40]",2,"[32, 16, 64, 48]",1024
"[13, 36, 32, 55]",2,"[0, 32, 32, 64]",1024
"[22, 18, 41, 37]",2,"[16, 16, 48, 48]",1024
"[10, 11, 29, 30]",2,"[0, 0, 32, 32]",1024
"[45, 17, 64, 36]",2,"[32, 16, 64, 48]",1024
"[12, 7, 31, 26]",2,"[0, 0, 32, 32]",1024
"[22, 24, 41, 43]",2,"[16, 16, 48, 48]",1024
"[9, 19, 28, 38]",2,"[0, 16, 32, 48]",1024
"[16, 45, 35, 64]",2,"[16, 32, 48, 64]",1024
"[39, 10, 58, 29]",2,"[32, 0, 64, 32]",1024
"[25, 1, 44, 20]",2,"[16, 0, 48, 32]",1024
"[42, 4, 61, 23]",2,"[32, 0, 64, 32]",1024
"[11, 24, 30, 43]",2,"[0, 16, 32, 48]",1024
"[26, 5, 45, 24]",2,"[16, 0, 48, 32]",1024
"[4, 43, 23, 62]",2,"[0, 32, 32, 64]",1024
"[36, 15, 55, 34]",1,"[32, 0, 64, 64]",2048
"[34, 4, 53, 23]",2,"[32, 0, 64, 32]",1024
"[13, 20, 32, 39]",2,"[0, 16, 32, 48]",1024
"[28, 35, 47, 54]",2,"[16, 32, 48, 64]",1024
"[45, 38, 64, 57]",2,"[32, 32, 64, 64]",1024
"[6, 10, 25, 29]",2,"[0, 0, 32, 32]",1024
"[10, 38, 29, 57]",2,"[0, 32, 32, 64]",1024
"[37, 38, 56, 57]",2,"[32, 32, 64, 64]",1024
"[3, 28, 22, 47]",2,"[0, 16, 32, 48]",1024
"[16, 13, 35, 32]",2,"[16, 0, 48, 32]",1024
"[34, 3, 53, 22]",2,"[32, 0, 64, 32]",1024
"[31, 4, 50, 23]",0,"[0, 0, 64, 64]",4096
"[1, 41, 20, 60]",2,"[0, 32, 32, 64]",1024
"[3, 38, 22, 57]",2,"[0, 32, 32, 64]",1024
"[12, 10, 31, 29]",2,"[0, 0, 32, 32]",1024
"[31, 42, 50, 61]",0,"[0, 0, 64, 64]",4096
"[12, 33, 31, 52]",2,"[0, 32, 32, 64]",1024
"[18, 36, 37, 55]",2,"[16, 32, 48, 64]",1024
"[36, 5, 55, 24]",2,"[32, 0, 64, 32]",1024
"[9, 23, 28, 42]",2,"[0, 16, 32, 48]",1024
"[34, 0, 53, 19]",2,"[32, 0, 64, 32]",1024
"[39, 21, 58, 40]",2,"[32, 16, 64, 48]",1024
"[41, 19, 60, 38]",2,"[32, 16, 64, 48]",1024
"[34, 14, 53, 33]",1,"[32, 0, 64, 64]",2048
"[37, 19, 56, 38]",2,"[32, 16, 64, 48]",1024
"[0, 36, 19, 55]",2,"[0, 32, 32, 64]",1024
"[26, 22, 45, 41]",2,"[16, 16, 48, 48]",1024
"[4, 21, 23, 40]",2,"[0, 16, 32, 48]",1024
"[17, 22, 36, 41]",2,"[16, 16, 48, 48]",1024
"[6, 19, 25, 38]",2,"[0, 16, 32, 48]",1024
"[36, 9, 55, 28]",2,"[32, 0, 64, 32]",1024
"[22, 2, 41, 21]",2,"[16, 0, 48, 32]",1024
"[0, 41, 19, 60]",2,"[0, 32, 32, 64]",1024
"[38, 25, 57, 44]",2,"[32, 16, 64, 48]",1024
"[0, 27, 19, 46]",2,"[0, 16, 32, 48]",1024
"[14, 27, 33, 46]",0,"[0, 0, 64, 64]",4096
"[36, 29, 55, 48]",2,"[32, 16, 64, 48]",1024
"[18, 0, 37, 19]",2,"[16, 0, 48, 32]",1024
"[11, 44, 30, 63]",2,"[0, 32, 32, 64]",1024
"[36, 29, 55, 48]",2,"[32, 16, 64, 48]",1024
"[34, 4, 53, 23]",2,"[32, 0, 64, 32]",1024
"[41, 0, 60, 19]",2,"[32, 0, 64, 32]",1024
"[42, 2, 61, 21]",2,"[32, 0, 64, 32]",1024
"[5, 8, 24, 27]",2,"[0, 0, 32, 32]",1024
"[25, 24, 44, 43]",2,"[16, 16, 48, 48]",1024
"[38, 11, 57, 30]",2,"[32, 0, 64, 32]",1024
"[14, 41, 33, 60]",0,"[0, 0, 64, 64]",4096
"[35, 6, 54, 25]",2,"[32, 0, 64, 32]",1024
"[1, 2, 20, 21]",2,"[0, 0, 32, 32]",1024
"[25, 25, 44, 44]",2,"[16, 16, 48, 48]",1024
"[18, 10, 37, 29]",2,"[16, 0, 48, 32]",1024
"[24, 1, 43, 20]",2,"[16, 0, 48, 32]",1024
"[42, 20, 61, 39]",2,"[32, 16, 64, 48]",1024
"[40, 26, 59, 45]",2,"[32, 16, 64, 48]",1024
"[33, 12, 52, 31]",2,"[32, 0, 64, 32]",1024
"[32, 22, 51, 41]",2,"[32, 16, 64, 48]",1024
"[38, 15, 57, 34]",1,"[32, 0, 64, 64]",2048
"[43, 2, 62, 21]",2,"[32, 0, 64, 32]",1024
"[26, 31, 45, 50]",1,"[16, 0, 48, 64]",2048
"[32, 40, 51, 59]",2,"[32, 32, 64, 64]",1024
"[3, 12, 22, 31]",2,"[0, 0, 32, 32]",1024
"[21, 29, 40, 48]",2,"[16, 16, 48, 48]",1024
"[11, 36, 30, 55]",2,"[0, 32, 32, 64]",1024
"[12, 13, 31, 32]",2,"[0, 0, 32, 32]",1024
"[2, 12, 21, 31]",2,"[0, 0, 32, 32]",1024
"[7, 18, 26, 37]",2,"[0, 16, 32, 48]",1024
"[20, 21, 39, 40]",2,"[16, 16, 48, 48]",1024
"[19, 9, 38, 28]",2,"[16, 0, 48, 32]",1024
"[11, 36, 30, 55]",2,"[0, 32, 32, 64]",1024
"[26, 17, 45, 36]",2,"[16, 16, 48, 48]",1024
"[3, 24, 22, 43]",2,"[0, 16, 32, 48]",1024
"[7, 36, 26, 55]",2,"[0, 32, 32, 64]",1024
"[31, 10, 50, 29]",0,"[0, 0, 64, 64]",4096
"[24, 14, 43, 33]",1,"[16, 0, 48, 64]",2048
"[26, 24, 45, 43]",2,"[16, 16, 48, 48]",1024
"[8, 35, 27, 54]",2,"[0, 32, 32, 64]",1024
"[40, 28, 59, 47]",2,"[32, 16, 64, 48]",1024
"[39, 44, 58, 63]",2,"[32, 32, 64, 64]",1024
"[23, 2, 42, 21]",2,"[16, 0, 48, 32]",1024
"[41, 39, 60, 58]",2,"[32, 32, 64, 64]",1024
"[33, 14, 52, 33]",1,"[32, 0, 64, 64]",2048
"[13, 32, 32, 51]",2,"[0, 32, 32, 64]",1024
"[25, 31, 44, 50]",1,"[16, 0, 48, 64]",2048
"[14, 36, 33, 55]",0,"[0, 0, 64, 64]",4096
"[5, 34, 24, 53]",2,"[0, 32, 32, 64]",1024
"[7, 9, 26, 28]",2,"[0, 0, 32, 32]",1024
"[10, 19, 29, 38]",2,"[0, 16, 32, 48]",1024
"[1, 20, 20, 39]",2,"[0, 16, 32, 48]",1024
"[7, 8, 26, 27]",2,"[0, 0, 32, 32]",1024
"[39, 40, 58, 59]",2,"[32, 32, 64, 64]",1024
"[33, 39, 52, 58]",2,"[32, 32, 64, 64]",1024
"[11, 34, 30, 53]",2,"[0, 32, 32, 64]",1024
"[26, 16, 45, 35]",2,"[16, 16, 48, 48]",1024
"[0, 23, 19, 42]",2,"[0, 16, 32, 48]",1024
"[8, 2, 27, 21]",2,"[0, 0, 32, 32]",1024
"[32, 13, 51, 32]",2,"[32, 0, 64, 32]",1024
"[45, 28, 64, 47]",2,"[32, 16, 64, 48]",1024
"[42, 39, 61, 58]",2,"[32, 32, 64, 64]",1024
"[17, 26, 36, 45]",2,"[16, 16, 48, 48]",1024
"[3, 15, 22, 34]",1,"[0, 0, 32, 64]",2048
"[37, 17, 56, 36]",2,"[32, 16, 64, 48]",1024
"[12, 21, 31, 40]",2,"[0, 16, 32, 48]",1024
"[42, 6, 61, 25]",2,"[32, 0, 64, 32]",1024
"[44, 17, 63, 36]",2,"[32, 16, 64, 48]",1024
"[31, 23, 50, 42]",0,"[0, 0, 64, 64]",4096
"[18, 3, 37, 22]",2,"[16, 0, 48, 32]",1024
"[16, 44, 35, 63]",2,"[16, 32, 48, 64]",1024
"[6, 22, 25, 41]",2,"[0, 16, 32, 48]",1024
"[18, 12, 37, 31]",2,"[16, 0, 48, 32]",1024
"[21, 14, 40, 33]",1,"[16, 0, 48, 64]",2048
"[15, 12, 34, 31]",0,"[0, 0, 64, 64]",4096
"[12, 43, 31, 62]",2,"[0, 32, 32, 64]",1024
"[24, 7, 43, 26]",2,"[16, 0, 48, 32]",1024
"[34, 16, 53, 35]",2,"[32, 16, 64, 48]",1024
"[42, 10, 61, 29]",2,"[32, 0, 64, 32]",1024
"[22, 25, 41, 44]",2,"[16, 16, 48, 48]",1024
"[1, 34, 20, 53]",2,"[0, 32, 32, 64]",1024
"[42, 2, 61, 21]",2,"[32, 0, 64, 32]",1024
"[34, 27, 53, 46]",2,"[32, 16, 64, 48]",1024
"[43, 7, 62, 26]",2,"[32, 0, 64, 32]",1024
"[16, 45, 35, 64]",2,"[16, 32, 48, 64]",1024
"[12, 32, 31, 51]",2,"[0, 32, 32, 64]",1024
"[19, 5, 38, 24]",2,"[16, 0, 48, 32]",1024
"[6, 32, 25, 51]",2,"[0, 32, 32, 64]",1024
"[27, 43, 46, 62]",2,"[16, 32, 48, 64]",1024
"[35, 22, 54, 41]",2,"[32, 16, 64, 48]",1024
"[11, 9, 30, 28]",2,"[0, 0, 32, 32]",1024
"[7, 18, 26, 37]",2,"[0, 16, 32, 48]",1024
"[18, 11, 37, 30]",2,"[16, 0, 48, 32]",1024
"[31, 18, 50, 37]",0,"[0, 0, 64, 64]",4096
"[15, 34, 34, 53]",0,"[0, 0, 64, 64]",4096
"[37, 44, 56, 63]",2,"[32, 32, 64, 64]",1024
"[15, 4, 34, 23]",0,"[0, 0, 64, 64]",4096
"[30, 12, 49, 31]",0,"[0, 0, 64, 64]",4096
"[22, 27, 41, 46]",2,"[16, 16, 48, 48]",1024
"[17, 20, 36, 39]",2,"[16, 16, 48, 48]",1024
"[6, 8, 25, 27]",2,"[0, 0, 32, 32]",1024
"[29, 40, 48, 59]",2,"[16, 32, 48, 64]",1024
"[22, 32, 41, 51]",2,"[16, 32, 48, 64]",1024
"[8, 4, 27, 23]",2,"[0, 0, 32, 32]",1024
"[29, 25, 48, 44]",2,"[16, 16, 48, 48]",1024
"[30, 20, 49, 39]",0,"[0, 0, 64, 64]",4096
"[39, 19, 58, 38]",2,"[32, 16, 64, 48]",1024
"[30, 9, 49, 28]",0,"[0, 0, 64, 64]",4096
"[18, 2, 37, 21]",2,"[16, 0, 48, 32]",1024
"[26, 44, 45, 63]",2,"[16, 32, 48, 64]",1024
"[4, 29, 23, 48]",2,"[0, 16, 32, 48]",1024
"[37, 11, 56, 30]",2,"[32, 0, 64, 32]",1024
"[4, 7, 23, 26]",2,"[0, 0, 32, 32]",1024
"[25, 14, 44, 33]",1,"[16, 0, 48, 64]",2048
"[18, 40, 37, 59]",2,"[16, 32, 48, 64]",1024
"[6, 27, 25, 46]",2,"[0, 16, 32, 48]",1024
"[40, 37, 59, 56]",2,"[32, 32, 64, 64]",1024
"[18, 34, 37, 53]",2,"[16, 32, 48, 64]",1024
"[1, 36, 20, 55]",2,"[0, 32, 32, 64]",1024
"[3, 25, 22, 44]",2,"[0, 16, 32, 48]",1024
"[26, 33, 45, 52]",2,"[16, 32, 48, 64]",1024
"[23, 14, 42, 33]",1,"[16, 0, 48, 64]",2048
"[15, 10, 34, 29]",0,"[0, 0, 64, 64]",4096
"[41, 41, 60, 60]",2,"[32, 32, 64, 64]",1024
"[6, 7, 25, 26]",2,"[0, 0, 32, 32]",1024
"[34, 38, 53, 57]",2,"[32, 32, 64, 64]",1024
"[9, 18, 28, 37]",2,"[0, 16, 32, 48]",1024
"[22, 31, 41, 50]",1,"[16, 0, 48, 64]",2048
"[32, 15, 51, 34]",1,"[32, 0, 64, 64]",2048
"[27, 9, 46, 28]",2,"[16, 0, 48, 32]",1024
"[38, 38, 57, 57]",2,"[32, 32, 64, 64]",1024
"[11, 21, 30, 40]",2,"[0, 16, 32, 48]",1024
"[11, 42, 30, 61]",2,"[0, 32, 32, 64]",1024
"[1, 21, 20, 40]",2,"[0, 16, 32, 48]",1024
"[9, 6, 28, 25]",2,"[0, 0, 32, 32]",1024
"[32, 20, 51, 39]",2,"[32, 16, 64, 48]",1024
"[38, 15, 57, 34]",1,"[32, 0, 64, 64]",2048
"[6, 35, 25, 54]",2,"[0, 32, 32, 64]",1024
"[6, 43, 25, 62]",2,"[0, 32, 32, 64]",1024
"[30, 33, 49, 52]",0,"[0, 0, 64, 64]",4096
"[39, 44, 58, 63]",2,"[32, 32, 64, 64]",1024
"[31, 18, 50, 37]",0,"[0, 0, 64, 64]",4096
"[21, 39, 40, 58]",2,"[16, 32, 48, 64]",1024
"[5, 13, 24, 32]",2,"[0, 0, 32, 32]",1024
"[2, 40, 21, 59]",2,"[0, 32, 32, 64]",1024
"[25, 16, 44, 35]",2,"[16, 16, 48, 48]",1024
"[32, 45, 51, 64]",2,"[32, 32, 64, 64]",1024
"[21, 14, 40, 33]",1,"[16, 0, 48, 64]",2048
"[37, 21, 56, 40]",2,"[32, 16, 64, 48]",1024
"[16, 44, 35, 63]",2,"[16, 32, 48, 64]",1024
"[4, 28, 23, 47]",2,"[0, 16, 32, 48]",1024
"[8, 2, 27, 21]",2,"[0, 0, 32, 32]",1024
"[42, 6, 61, 25]",2,"[32, 0, 64, 32]",1024
"[28, 45, 47, 64]",2,"[16, 32, 48, 64]",1024
"[17, 21, 36, 40]",2,"[16, 16, 48, 48]",1024
"[16, 28, 35, 47]",2,"[16, 16, 48, 48]",1024
"[1, 21, 20, 40]",2,"[0, 16, 32, 48]",1024
"[20, 40, 39, 59]",2,"[16, 32, 48, 64]",1024
"[15, 22, 34, 41]",0,"[0, 0, 64, 64]",4096
"[23, 22, 42, 41]",2,"[16, 16, 48, 48]",1024
"[45, 24, 64, 43]",2,"[32, 16, 64, 48]",1024
"[12, 1, 31, 20]",2,"[0, 0, 32, 32]",1024
